oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
695111400012405,54546569,2458299.9642134015,58299.465694400002,18.7137642,0.05058356,0,zg,10.966659099999999,41.264017899999999,1.73000002,0.133000001,20180630465660,695,0xb,0x4,20.3799992,26.2277851,0.0337884165,-0.0173154883,1.50133219e-05,30,1.21500003,2
695111400012405,54546663,2458299.9651509775,58299.466631900003,18.6028728,0.0466973074,0,zg,10.966623999999999,41.264001999999998,1.06799996,0.115000002,20180630466620,695,0xb,0x4,20.4300003,26.2302456,0.0347382464,-0.0196697544,1.46122857e-05,30,1.21099997,1
695111400012405,54844688,2458302.9456367469,58302.446886600002,18.7506561,0.0519626997,0,zg,10.966591299999999,41.263993800000001,0.700999975,-0.0170000009,20180703446875,695,0xb,0x4,20.5499992,26.2360458,0.0304682367,-0.0158467162,1.02655622e-05,30,1.26100004,1
695111400012405,54942234,2458303.9211760741,58303.422349499997,18.7198048,0.0508063659,0,zg,10.9665547,41.264019099999999,1.09399998,0.0320000015,20180704422245,695,0xb,0x4,20.5300007,26.2365265,0.0323996469,-0.0990710109,1.13401229e-05,30,1.37800002,2
695111400012405,54945576,2458303.9545931192,58303.455763899998,18.6907024,0.0497438647,0,zg,10.966614999999999,41.264012999999998,1.18499994,0.0460000001,20180704455764,695,0xb,0x4,20.8400002,26.2631741,0.0299861915,-0.0748983175,8.18324497e-06,30,1.21099997,2
695111400012405,55145686,2458305.9558505905,58305.456863400002,18.7571011,0.052208215,0,zg,10.966578,41.263982300000002,0.699999988,-0.00100000005,20180706456782,695,0xb,0x4,20.8199997,26.2346153,0.0289818216,-0.0818959326,7.93983054e-06,30,1.18599999,1
695111400012405,55735988,2458311.8593446733,58311.3598843,18.9855194,0.061862167,0,zg,10.966654399999999,41.264003299999999,0.829999983,-0.0109999999,20180712359768,695,0xb,0x4,21.1700001,25.882864,0.0341641195,-0.0650654435,1.00354264e-05,30,1.71899998,2
695111400012405,55837472,2458312.8742648,58312.374722200002,18.8833656,0.057307642,0,zg,10.9666719,41.264029700000002,1.72000003,0.165000007,20180713374699,695,0xb,0x4,20.9400005,25.8475666,0.0305125862,-0.0185265578,8.54903101e-06,30,1.54700005,2
695111400012405,55847219,2458312.9717496713,58312.472199099997,18.8190804,0.0546413437,0,zg,10.966669400000001,41.264066800000002,2.26300001,0.210999995,20180713472199,695,0xb,0x4,21.4200001,26.2072754,0.0340994559,-0.0205393434,1.04296205e-05,30,1.08599997,2
695111400012405,55847383,2458312.9733817051,58312.473831000003,18.929142,0.0592989661,0,zg,10.966662599999999,41.264054299999998,2.11800003,0.218999997,20180713473819,695,0xb,0x4,21.3799992,26.2159424,0.0294765849,-0.0206012316,7.6440183e-06,30,1.08299994,1
695111400012405,55848729,2458312.9868435105,58312.487291700003,18.928463,0.0592688844,32768,zg,10.966575000000001,41.264012100000002,0.736999989,0.126000002,20180713487245,695,0xb,0x4,20.0699997,26.1842003,0.0364977829,0.0180798415,1.9054838e-05,30,1.05700004,2
695111400012405,56239395,2458316.8938280772,58316.393958300003,18.8871746,0.0574703813,0,zg,10.9666707,41.264073699999997,1.60899997,0.172000006,20180717393935,695,0xb,0x4,21.2299995,26.0906391,0.0301591698,-0.017721897,8.02634349e-06,30,1.33599997,2
695111400012405,56241137,2458316.9112485172,58316.411377299999,18.9017601,0.0580983832,0,zg,10.9666295,41.264011699999998,1.90400004,0.211999997,20180717411354,695,0xb,0x4,21.3500004,26.143158,0.0288871154,-0.021109866,7.3768465e-06,30,1.24899995,2
695111400012405,56243351,2458316.9333915343,58316.433518500002,19.0263214,0.063796334,32768,zg,10.9666769,41.264037500000001,2.06200004,0.238000005,20180717433495,695,0xb,0x4,20.7700005,25.7472534,0.0590811297,-0.0144160548,3.36527373e-05,30,1.16299999,2
695111400012405,56337461,2458317.8745679464,58317.374618100002,18.9508362,0.0602706037,32768,zg,10.9666148,41.264045099999997,1.31500006,0.187000006,20180718374595,695,0xb,0x4,20.9899998,25.980093,0.039109949,-0.0257711709,1.35635873e-05,30,1.44200003,2
695111400012405,56337981,2458317.8797650724,58317.379814799999,18.9208488,0.0589323714,0,zg,10.966654999999999,41.264040999999999,1.57200003,0.173999995,20180718379699,695,0xb,0x4,21.2399998,26.0589008,0.0267310292,-0.0216602422,6.19526099e-06,30,1.40699995,2
695111400012405,56441709,2458318.917129959,58318.417094900004,19.0125771,0.0631372482,0,zg,10.966656800000001,41.2640672,1.07599998,0.0780000016,20180719417060,695,0xb,0x4,21.2399998,26.2829113,0.0270163585,-0.0304157808,6.37845051e-06,30,1.20200002,2
695111400012405,56442133,2458318.9213664057,58318.421330999998,18.9827423,0.061733,0,zg,10.966687,41.264064699999999,1.602,0.151999995,20180719421296,695,0xb,0x4,21.4500008,26.2998657,0.0280476995,-0.0367346294,6.8169702e-06,30,1.18599999,2
695111400012405,56445005,2458318.9500956703,58318.450057900001,18.9448395,0.0600001737,0,zg,10.966676,41.264057600000001,1.06900001,0.0700000003,20180719450035,695,0xb,0x4,21.2199993,26.2946339,0.027333701,-0.0193176996,6.57000692e-06,30,1.10000002,2
695111400012405,56445162,2458318.9516582969,58318.451620400003,18.9093075,0.0584264696,0,zg,10.966706500000001,41.264057899999997,1.61000001,0.171000004,20180719451505,695,0xb,0x4,21.3700008,26.3018818,0.0266941935,-0.0280379187,6.22942935e-06,30,1.09599996,1
695111400012405,56539591,2458319.8960294621,58319.395914399996,18.9314346,0.0594008267,0,zg,10.966610599999999,41.264080900000003,0.889999986,0.0590000004,20180720395880,695,0xb,0x4,20.9400005,26.2400951,0.0267555919,-0.0268244389,6.30572276e-06,30,1.28299999,2
695111400012405,56541079,2458319.9109148923,58319.410798600002,18.9846497,0.0618217066,0,zg,10.966606499999999,41.264025799999999,0.723999977,-0.00999999978,20180720410775,695,0xb,0x4,20.9300003,26.2985802,0.0322149061,-0.0177431237,9.1824013e-06,30,1.21599996,2
695111400012405,56542275,2458319.9228718728,58319.422754599997,18.8878937,0.057501141,0,zg,10.966663199999999,41.264038399999997,1.63800001,0.173999995,20180720422743,695,0xb,0x4,21.5599995,26.2821579,0.0329198912,-0.0299979374,9.42590214e-06,30,1.171,2
695111400012405,56647383,2458320.9740342228,58320.473831000003,19.0389423,0.0644085035,0,zg,10.966678699999999,41.264094700000001,1.63499999,0.0799999982,20180721473727,695,0xb,0x4,21.2399998,26.1470947,0.0265142266,-0.0208504014,6.19552929e-06,30,1.04400003,2
695111400012405,56741707,2458321.9173521027,58321.417071800002,18.895853,0.0578430928,0,zg,10.966631100000001,41.264061699999999,1.57099998,0.150000006,20180722417049,695,0xb,0x4,21.4599991,26.3042812,0.0316783749,-0.0267877318,8.7306762e-06,30,1.17200005,2
695111400012405,56743630,2458321.9365897872,58321.436307900003,18.9212723,0.0589510165,0,zg,10.966639799999999,41.264014899999999,1.14300001,0.0869999975,20180722436273,695,0xb,0x4,21.6100006,26.3208427,0.0449689776,-0.0298691448,1.7374934e-05,30,1.11399996,2
695111400012405,56745353,2458321.9538133983,58321.4535301,19.0102768,0.0630276725,0,zg,10.9666595,41.2640703,1.64699996,0.152999997,20180722453484,695,0xb,0x4,21.4500008,26.3132629,0.0258400142,-0.0296707265,5.79270136e-06,30,1.074,1
695111400012405,56745446,2458321.9547509747,58321.4544676,18.9553986,0.0604772493,0,zg,10.9666934,41.264040199999997,2.06900001,0.142000005,20180722454456,695,0xb,0x4,21.5200005,26.3200474,0.0269979928,-0.0321639813,6.30657496e-06,30,1.07200003,2
695111400012405,56844371,2458322.9440794974,58322.443715300004,18.9855804,0.0618649945,0,zg,10.966639600000001,41.264071199999997,1.14600003,0.107000001,20180723443681,695,0xb,0x4,21.3600006,26.2989578,0.0267503317,-0.0249525271,6.21828985e-06,30,1.08899999,2
695111400012405,56847496,2458322.9753320608,58322.474965300004,18.962265,0.0607898049,0,zg,10.966644000000001,41.264065199999997,1.477,0.115000002,20180723474942,695,0xb,0x4,21.1100006,26.3024654,0.0258858204,-0.00690704305,5.81922177e-06,30,1.03499997,2
695111400012405,56941685,2458323.9172955379,58323.416851900001,19.0211792,0.0635488629,0,zg,10.966639300000001,41.264056199999999,1.38199997,0.171000004,20180724416817,695,0xb,0x4,20.8799992,26.2540627,0.0311797298,-0.0120960828,9.00538998e-06,30,1.15400004,2
695111400012405,56945196,2458323.9524141224,58323.451967599998,18.9928761,0.0622058995,0,zg,10.966593400000001,41.264082600000002,1.44599998,0.0689999983,20180724451910,695,0xb,0x4,21.1100006,26.2813473,0.0269936211,-0.00979703385,6.58805038e-06,30,1.06599998,2
695111400012405,57040905,2458324.9095754595,58324.409050900002,19.1794224,0.0716859698,0,zg,10.9667236,41.264056099999998,0.68599999,0.150999993,20180725409028,695,0xb,0x4,20.2800007,26.2058372,0.0349205472,0.00277966075,1.59002648e-05,30,1.171,2
695111400012405,57043011,2458324.930641992,58324.430115700001,18.9370461,0.0596508905,0,zg,10.9666652,41.264060600000001,0.950999975,0.0909999982,20180725430000,695,0xb,0x4,20.4200001,26.1679611,0.0335708037,-0.00340686017,1.37884954e-05,30,1.10800004,2
695111400012405,57044261,2458324.9431430087,58324.442615699998,19.1115551,0.0680615008,0,zg,10.966740700000001,41.264113500000001,0.510999978,0.137999997,20180725442604,695,0xb,0x4,20.0900002,26.0074062,0.0396611318,4.53881948e-05,2.24671167e-05,30,1.079,1
695111400012405,57044355,2458324.9440805926,58324.443553199999,19.0284538,0.063899301,0,zg,10.966686299999999,41.2640508,0.975000024,0.118000001,20180725443530,695,0xb,0x4,20.5400009,26.1037903,0.0338398144,-0.0134654045,1.27159819e-05,30,1.07799995,2
695111400012405,57143400,2458325.9346126728,58325.4340046,18.7653618,0.052524969,32768,zg,10.966694499999999,41.264054199999997,0.503000021,0.0419999994,20180726433970,695,0xb,0x4,19.7700005,26.2440586,0.0412247069,0.00491856923,3.14508652e-05,30,1.09200001,2
695111400012405,57145068,2458325.9512923262,58325.450682900002,19.0034752,0.0627050325,0,zg,10.966798199999999,41.264137900000001,0.59799999,0.123000003,20180726450648,695,0xb,0x4,19.9699993,26.2495384,0.0382544622,-0.0110904863,2.24550149e-05,30,1.05900002,2
695111400012405,57245664,2458326.9573347601,58326.456643500002,19.1381721,0.0694581792,0,zg,10.966728099999999,41.264036400000002,1.36300004,0.264999986,20180727456574,695,0xb,0x4,20.4400005,26.3177814,0.0335396267,-0.073410809,1.33504673e-05,30,1.04499996,2
695111400012405,57246226,2458326.9629602223,58326.462268499999,18.8836823,0.0573211648,0,zg,10.9666652,41.264048500000001,1.10599995,0.0769999996,20180727461991,695,0xb,0x4,20.4699993,26.2897701,0.0332831368,-0.0541472994,1.34726706e-05,30,1.03699994,2
695111400012405,57248503,2458326.9857282802,58326.485034700003,19.0082188,0.0629298612,0,zg,10.9666163,41.264053199999999,0.284000009,-0.0250000004,20180727484942,695,0xb,0x4,20.2399998,26.2930355,0.0338937901,-0.0101841697,1.55164144e-05,30,1.01499999,2
695111400012405,57344210,2458327.9428777592,58327.442106499999,19.0266762,0.0638134629,32768,zg,10.9667995,41.264083399999997,0.518999994,-0.180000007,20180728441840,695,0xb,0x4,19.3199997,26.2448349,0.043353077,-0.145399883,6.11035721e-05,30,1.06400001,2
695111400012405,57346550,2458327.9662824767,58327.465509299996,19.0138626,0.0631985441,32768,zg,10.966723500000001,41.263952000000003,0.843999982,0.101000004,20180728465475,695,0xb,0x4,19.6700001,26.2698631,0.0426812172,-0.1429362,3.97052172e-05,30,1.02999997,1
695111400012405,57346655,2458327.9673241619,58327.466550899997,18.9599838,0.0606857389,0,zg,10.9666701,41.264006600000002,0.474000007,0.0860000029,20180728466481,695,0xb,0x4,20.25,26.2286892,0.0345092863,-0.0447831303,1.70633466e-05,30,1.02900004,2
695111400012405,57349637,2458327.9971529888,58327.496377299998,18.9993744,0.0625113994,0,zg,10.9666397,41.263984800000003,0.727999985,0.162,20180728496354,695,0xb,0x4,19.9099998,26.2243118,0.0365723968,-0.00676108757,2.4697265e-05,30,1.00800002,2
695111400012405,57542965,2458329.9305849168,58329.429652799998,19.1889687,0.072212711,0,zg,10.9667175,41.2640837,0.730000019,0.151999995,20180730429606,695,0xb,0x4,20.2900009,26.2295799,0.0375583246,-0.00388557487,1.9234405e-05,30,1.07799995,2
695111400012405,57543946,2458329.9404005171,58329.439467600001,18.9167671,0.058752887,0,zg,10.9666859,41.264052700000001,1.34300005,0.170000002,20180730439144,695,0xb,0x4,20.4300003,26.238615,0.0327099673,-0.0102501372,1.42354838e-05,30,1.05900002,2
695111400012405,57547490,2458329.9758431911,58329.474907399999,19.1486416,0.0700162277,0,zg,10.9666671,41.263998800000003,0.785000026,0.00800000038,20180730474792,695,0xb,0x4,20.1499996,26.259716,0.0345478505,-0.00408912543,1.69186405e-05,30,1.01600003,2
695111400012405,57645452,2458330.9555402589,58330.454525499998,18.8591404,0.0562853739,0,zg,10.9666482,41.264128999999997,0.533999979,-0.0120000001,20180731454444,695,0xb,0x4,20.1100006,26.2105522,0.0403275043,0.00132702314,2.45941756e-05,30,1.03299999,2
695111400012405,57646665,2458330.9676708416,58330.466655099997,18.952383,0.0603405423,0,zg,10.9666601,41.264052499999998,1.13800001,0.225999996,20180731466586,695,0xb,0x4,20.2399998,26.2091427,0.0357247777,-0.011083696,1.6603115e-05,30,1.01999998,2
695111400012405,57649819,2458330.9992126813,58330.498194400003,18.9329643,0.0594688654,0,zg,10.966676400000001,41.264070099999998,0.519999981,0.129999995,20180731498137,695,0xb,0x4,19.9200001,26.2376213,0.0370206423,-0.0138697568,2.32475395e-05,30,1.00600004,1
695111400012405,57649910,2458331.0001271511,58330.499108800002,19.1034431,0.0676420778,0,zg,10.966715499999999,41.264094299999996,0.742999971,0.00800000038,20180731499109,695,0xb,0x4,19.8400002,26.2371254,0.0369344614,-0.0176055674,2.53251219e-05,30,1.00600004,2
695111400012405,57747445,2458331.9755527498,58331.474456000004,18.982151,0.0617055334,0,zg,10.9667385,41.264081599999997,1.49399996,0.180000007,20180801474421,695,0xb,0x4,20.3400002,26.2546501,0.0349133536,-0.00738495775,1.64788544e-05,30,1.01300001,2
695111400012405,57947605,2458333.9773100717,58333.4760532,18.9768219,0.061458569,0,zg,10.9666038,41.264032200000003,1.11800003,0.150999993,20180803476053,695,0xb,0x4,20.4300003,26.2497425,0.0321605913,-0.00638754293,1.16885849e-05,30,1.00899994,1
695111400012405,58231857,2458336.820058465,58336.318576400001,19.0680275,0.0658445582,0,zg,10.9666423,41.2640612,2.10899997,0.223000005,20180806318576,695,0xb,0x4,21.1000004,26.2390442,0.0261429213,-0.0205507353,6.04599336e-06,30,1.47399998,1
695111400012405,58647274,2458340.9745490039,58340.472743099999,19.1230183,0.0686591342,0,zg,10.9666256,41.264107099999997,1.06099999,0.0540000014,20180810472731,695,0xb,0x4,20.8500004,26.0304775,0.0303106457,-0.0112310695,8.61956414e-06,30,1.00600004,1
695111400012405,58940435,2458343.9063815563,58343.404351899997,18.9539566,0.0604118221,0,zg,10.966656199999999,41.264059600000003,1.40699995,0.202000007,20180813404340,695,0xb,0x4,21.3899994,26.2522583,0.0313814059,-0.0255784877,8.69745963e-06,30,1.05400002,1
695111400012405,59236817,2458346.8704224969,58346.368171299997,19.0299911,0.0639736727,0,zg,10.966665600000001,41.264054700000003,1.19400001,0.0450000018,20180816368148,695,0xb,0x4,21.4200001,26.1911163,0.0344438516,-0.0220757425,1.05798517e-05,30,1.11300004,1
695111400012405,59539185,2458349.8943237071,58349.3918519,19.0196457,0.0634752214,0,zg,10.9666706,41.264092300000002,2.80800009,0.211999997,20180819391806,695,0xb,0x4,21.4699993,26.2791729,0.0283385869,-0.0278724357,6.89982107e-06,30,1.04700005,2
695111400012405,59540667,2458349.9091510805,58349.406678200001,19.0004349,0.0625613704,0,zg,10.9666151,41.2641031,1.11099994,-0.00700000022,20180819406644,695,0xb,0x4,21.3199997,26.2658215,0.0253490899,-0.011734128,5.5192163e-06,30,1.028,1
695111400012405,59540761,2458349.9100886532,58349.407615700002,19.0778027,0.0663352758,0,zg,10.966603599999999,41.2640344,2.80200005,0.248999998,20180819407593,695,0xb,0x4,21.5799999,26.2766533,0.0288019553,-0.0296960957,7.15661372e-06,30,1.02699995,2
695111400012405,59542787,2458349.9303448093,58349.427870400003,18.9515171,0.0603013784,0,zg,10.9666465,41.264076899999999,2.04399991,0.215000004,20180819427801,695,0xb,0x4,21.4699993,26.255537,0.0249582529,-0.0197364315,5.43028682e-06,30,1.01100004,2
695111400012405,59642780,2458350.9303469332,58350.427800899997,19.0241432,0.0636913627,0,zg,10.9666722,41.264085600000001,1.14100003,0.184,20180820427720,695,0xb,0x4,21.3999996,26.271595,0.0263355374,-0.0135100922,6.07401898e-06,30,1.00899994,2
695111400012405,59645784,2458350.9603953678,58350.457847199999,19.0293865,0.0639444292,0,zg,10.9666911,41.264175600000002,1.86600006,0.204999998,20180820457778,695,0xb,0x4,21.0400009,26.2708321,0.0287315827,-0.00387910381,7.16995964e-06,30,1.00800002,2
695111400012405,59743376,2458351.9363790043,58351.433761599998,18.8908005,0.0576257333,0,zg,10.9666511,41.2640776,1.79900002,0.206,20180821433542,695,0xb,0x4,21.3799992,26.2810745,0.0317249186,-0.0148076415,8.8121933e-06,30,1.00600004,2
695111400012405,59743962,2458351.9422474178,58351.439629599998,18.8974819,0.0579133444,0,zg,10.966679600000001,41.264068399999999,2.74000001,0.209000006,20180821439595,695,0xb,0x4,21.5,26.2887955,0.0368449129,-0.0158918649,1.20461336e-05,30,1.00600004,2
695111400012405,59839203,2458352.8947217255,58352.392036999998,18.9494705,0.0602088757,0,zg,10.966681400000001,41.264046200000003,1.47800004,0.125,20180822391968,695,0xb,0x4,20.9799995,26.2492599,0.0275749899,-0.00795934349,6.70150712e-06,30,1.03499997,2
695111400012405,59840883,2458352.9115169048,58352.408831000001,18.916357,0.0587348863,0,zg,10.9666596,41.264035900000003,2.39299989,0.246000007,20180822408519,695,0xb,0x4,21.7099991,26.3088684,0.0315853655,-0.0539291836,8.37735297e-06,30,1.01800001,1
695111400012405,59840980,2458352.9124891739,58352.409803199997,19.0017204,0.0626220927,0,zg,10.966640999999999,41.264037999999999,2.23000002,0.135000005,20180822409768,695,0xb,0x4,21.4500008,26.2627258,0.0239655823,-0.0324720405,4.84426937e-06,30,1.01699996,2
695111400012405,59841958,2458352.9222699581,58352.419583299998,18.8276463,0.0549880974,0,zg,10.9666607,41.2640326,1.676,0.222000003,20180822419572,695,0xb,0x4,21.7600002,26.2895908,0.0381687805,-0.0385954976,1.23129748e-05,30,1.01100004,2
695111400012405,60641177,2458360.9149914887,58360.411770799998,18.7638874,0.0524682589,0,zg,10.966393500000001,41.264163799999999,0.980000019,0.335000008,20180830411701,695,0xb,0x4,19.6100006,26.3428459,0.0398319475,-0.0105062742,3.30644252e-05,30,1.00800002,2
695111400012405,60641937,2458360.9225961585,58360.419374999998,18.8272572,0.0549722686,0,zg,10.9666339,41.2642144,0.774999976,0.0649999976,20180830419375,695,0xb,0x4,19.7800007,26.3406162,0.0392964222,-0.00218203547,3.01242362e-05,30,1.00800002,2
695111400012405,60644771,2458360.9509428716,58360.447719900003,18.6668034,0.0488914177,0,zg,10.9665236,41.264054100000003,0.961000025,0.144999996,20180830447500,695,0xb,0x4,19.7399998,26.3277683,0.0375122353,0.00168326881,2.79793821e-05,30,1.01900005,2
695111400012405,60738541,2458361.8886988414,58361.385416700003,18.7028351,0.0501834899,0,zg,10.966578699999999,41.264044400000003,0.537,0.0890000015,20180831385289,695,0xb,0x4,20.1200008,26.3365192,0.0328486413,-0.0134031158,1.3932633e-05,30,1.01900005,2
695111400012405,60742468,2458361.9279720965,58361.424687500003,18.7110596,0.0504842252,0,zg,10.9667013,41.264092499999997,0.507000029,0.0590000004,20180831424676,695,0xb,0x4,20.1700001,26.3357506,0.0360159837,-0.00577946659,1.60516938e-05,30,1.00899994,2
695111400012405,60742636,2458361.9296504124,58361.426365699997,18.7006855,0.0501052588,0,zg,10.966560299999999,41.264011699999998,0.818000019,0.119000003,20180831426366,695,0xb,0x4,20.1800003,26.3352871,0.0362710357,-0.00411967933,1.63438017e-05,30,1.00899994,1
695111400012405,60743952,2458361.9428110314,58361.439525499998,18.7874718,0.053384047,0,zg,10.966639199999999,41.264020199999997,0.976000011,0.0879999995,20180831439317,695,0xb,0x4,20.2999992,26.3325748,0.0325451307,-0.00806286559,1.23686741e-05,30,1.01499999,2
695111400012405,60931603,2458363.8194315764,58363.316030100003,18.7277508,0.0511011779,0,zg,10.966575000000001,41.263981299999998,0.809000015,0.0890000015,20180902315498,695,0xb,0x4,20.6399994,26.2637367,0.0306846499,-0.0254110154,9.10245853e-06,30,1.13,2
695111400012405,60934230,2458363.8457062845,58363.342303199999,18.6874352,0.0496262573,0,zg,10.966613199999999,41.264034299999999,0.800999999,0.0810000002,20180902342292,695,0xb,0x4,20.6000004,26.2810993,0.0333935432,-0.0242706295,1.12282714e-05,30,1.06799996,2
695111400012405,60936060,2458363.8640061044,58363.3606019,18.7091827,0.050415393,0,zg,10.966609200000001,41.264048600000002,0.61500001,0.00400000019,20180902360509,695,0xb,0x4,20.5400009,26.2829437,0.0331899635,-0.0160714202,1.10058954e-05,30,1.03900003,2
695111400012405,61026381,2458364.7672781837,58364.263819400003,18.6908531,0.0497492775,0,zg,10.966628999999999,41.264001200000003,1.89699996,0.180999994,20180903263669,695,0xb,0x4,21.5699997,26.224905,0.0305239968,-0.0337066427,7.94648349e-06,30,1.33000004,2
695111400012405,61027957,2458364.7830315419,58364.279571799998,18.7305832,0.051206775,0,zg,10.966604999999999,41.264000899999999,1.36399996,0.0979999974,20180903279572,695,0xb,0x4,21.3799992,26.2307281,0.0269695148,-0.0338506363,6.27373493e-06,30,1.25100005,1
695111400012405,61028527,2458364.7887378875,58364.285277800001,18.666893,0.048894573,0,zg,10.9666181,41.264009100000003,1.40600002,0.0590000004,20180903285266,695,0xb,0x4,21.3299999,26.2277031,0.0272169542,-0.0266615953,6.3931293e-06,30,1.227,2
695111400012405,61040935,2458364.9128194698,58364.409351900002,18.7720776,0.0527841337,0,zg,10.9666157,41.264025099999998,1.17999995,0.0989999995,20180903409317,695,0xb,0x4,20.7800007,26.2710857,0.0299733225,-0.013368859,8.06665594e-06,30,1.00800002,2
695111400012405,61130543,2458365.808960658,58365.305439800002,18.7029991,0.0501894876,0,zg,10.966611199999999,41.263994500000003,1.44299996,0.151999995,20180904305417,695,0xb,0x4,21.5200005,26.2919235,0.0289755706,-0.0580269247,7.13685358e-06,30,1.14499998,2
695111400012405,61139915,2458365.9026815146,58365.3991551,18.7144146,0.0506075025,0,zg,10.9666377,41.264010800000001,1.34599996,0.129999995,20180904399120,695,0xb,0x4,21.1900005,26.3160439,0.0258906931,-0.0365881249,5.75332069e-06,30,1.00800002,2
695111400012405,61240995,2458366.9135392322,58366.4099537,18.6390305,0.0479230322,0,zg,10.9666274,41.2640271,1.22899997,0.0790000036,20180905409931,695,0xb,0x4,21.1100006,26.3292465,0.0278458595,-0.0369786322,6.66518872e-06,30,1.00899994,2
