objectId,mean_ra,mean_dec
ZTF19aateumc,189.84910084966444,-26.7398368852349
ZTF19aatrgbe,189.85016302464788,-26.766020790140846
ZTF18aaaolys,198.26626311134186,18.1722101884984
ZTF18abedmsc,198.25048134666667,18.160701633333336
ZTF19aaydpxa,189.87562950697674,-26.725076317441864
ZTF18aabksvm,182.53535763097827,18.549934883695652
ZTF19aateumf,189.90898252960525,-26.71024768881579
ZTF20aajcqcu,198.14907094545458,18.08897536818182
ZTF18aablbil,198.2677030230769,18.146349422307694
ZTF19aatrgaz,189.81373086602565,-26.756789586538464
ZTF21aakhuwu,189.90035835,-26.765524628571427
ZTF18abcrtld,198.2140744012384,18.129250555108356
ZTF18abciamv,198.24644099999998,18.243223894545455
ZTF18aabcxog,182.51812143486842,18.532812134210523
ZTF18aaakflq,198.2637092144476,18.252844876203966
ZTF18aaaoltk,199.082353,17.743915189285712
ZTF18abcrtlp,198.23271122089554,18.19855800522388
ZTF19aakosui,198.17549924615383,18.2772191
ZTF18aaaoltl,199.14431400820314,17.7186864078125
ZTF18aabpnmp,182.54434313082706,18.580804532330827
ZTF18aaaoltm,199.13561896666667,17.71290463888889
ZTF19aateuli,189.77862980503596,-26.71478076258993
ZTF18abfguvk,198.20353848947366,18.176442505263157
ZTF18aaajqku,198.99722765948553,17.74101988231511
ZTF18abciamt,198.21280542919257,18.184776017391304
ZTF18aabkuos,198.30983602884012,18.36778384012539
ZTF19aateull,189.8549575161074,-26.781293116778524
ZTF18abedmmc,198.2027295722222,18.140048811111107
ZTF18abedmke,198.18291925,18.1693760375
ZTF18abcrtli,198.2455892342857,18.16097102285714
ZTF19aateumd,189.8645683346154,-26.75997277884616
ZTF19aaydpwy,189.85820871219514,-26.74852677317074
ZTF18acyyepu,198.2033281,18.1459188
ZTF18abedmrk,198.23464935714284,18.152626057142857
ZTF18abedmrj,198.21889809583334,18.154797033333335
ZTF18aaajqpu,198.27921848827842,18.15730215824176
ZTF18aabkuop,198.18963435272732,18.191351947272725
ZTF19aatrgbg,189.95392302519684,-26.786051832283466
ZTF18abdfwaq,198.34927235233494,18.221270139291462
ZTF19aateulf,189.76372086415094,-26.9216265754717
ZTF18abciamy,198.22116794338748,18.182062279350347
ZTF19aateulv,189.8588033245098,-26.752264064705884
ZTF18abedmqm,198.21961316666665,18.17452102222222
ZTF18aaapdhr,198.19248113333333,18.110850065229883
ZTF18aaajqpp,198.2597371169772,18.14331763830228
ZTF21aagjspt,189.86213848823527,-26.958478311764708
ZTF19aateume,189.8294122272059,-26.780890816176473
ZTF18aablcay,198.26843119615384,18.17694040576923
ZTF18aabkuor,198.16283691363637,18.095073994727276
ZTF19aazpufc,189.85380312,-26.758890099999995
ZTF18aaaolyv,198.3676038174129,18.086954174626868
ZTF18abciamw,198.23572387971015,18.13973429710145
ZTF18aabcxoi,182.52298321878453,18.530970357458564
ZTF18acvgzlx,198.19982577333332,18.20903322666667
ZTF18aaajfuf,182.526476925,18.53715024642857
ZTF19aateulk,189.87138559328858,-26.770850867114092
ZTF18acvgzlm,198.22185383793104,18.151467568965515
ZTF18aahuyhw,183.8135121711111,19.51297802
ZTF18aaapdbq,198.119079586,18.251425598000004
ZTF19aatrgba,189.89338823157894,-26.72784934
ZTF19aaydpxf,189.91445529062503,-26.756335984375
ZTF18aaajkso,198.28780924556963,18.07111502658228
ZTF18aablbim,198.19056086296294,18.182007113333334
ZTF18aabkuoj,199.14179694722222,17.711181931944445
ZTF18aaakbvy,198.2600637988345,18.210501152447552
ZTF18abcianc,198.21006412663044,18.20683998152174
ZTF18acwyvgg,198.25803188888892,18.133074611111113
ZTF18aaajxhp,198.16809112468195,18.198308003816795
ZTF19aateulw,189.8881759780142,-26.746319481560285
ZTF18aabttpe,182.52340465800003,18.536453043999998
ZTF18aaakbvx,198.19890315022025,18.143264045594716
ZTF18aaajqkw,199.05156804334976,17.696324273399014
ZTF18aaapdgi,198.30158873110233,18.232082286614173
ZTF18aaakcur,199.1419047232558,17.711105032558137
ZTF18adknkbe,198.2140464826855,18.12927944558304
ZTF18aacclmf,198.1997117,18.108978540000003
ZTF18aablbhy,199.04955404122805,17.803021378070174
ZTF19aateumi,189.86072926184207,-26.775742592763162
ZTF19aatrgbc,189.8687450978724,-26.727861768085106
ZTF19aateumg,189.83193357761195,-26.718129458208953
ZTF18abfguve,198.2518037625,18.18623305
ZTF18acpwnyl,182.54902295,18.397976899999996
ZTF18abedmkk,198.26391264,18.19547056
ZTF18abfguwb,198.21892695999998,18.14095593
ZTF19aadgaif,198.21270514545458,18.1753401
ZTF18acnbhfz,198.2403961583333,18.150191054166665
ZTF18aaaoyun,198.26775492302158,18.146425043884896
ZTF18aaakekt,199.1168746867347,17.665615759183673
ZTF18adbacgn,198.23255833571426,18.167802728571427
ZTF20aaocboh,180.74894988208956,18.12065779552239
ZTF18abedmrl,198.24289004516132,18.15842063870968
ZTF18abfguuz,198.22442590000003,18.145050348
ZTF18acqtiob,198.24050985789472,18.150183021052634
ZTF19aaktjba,198.22790402857143,18.159399057142856
ZTF18abfguul,198.22785514285715,18.15172505714286
ZTF18aaajqkx,199.17174064532017,17.636259647783252
ZTF18aaajkwv,197.98151424999998,18.5005102
ZTF19aateulq,189.94820338062016,-26.684156984496127
ZTF18aaxzexq,198.32611800520831,17.930276725
ZTF18abfguuu,198.20767923823527,18.160842370588238
ZTF18aaaoyru,199.04969363833334,17.802925201666664
ZTF18acvgzll,198.2384426875,18.1871389625
ZTF18adbadyt,198.23327148888887,18.185649544444445
ZTF19aabyzvv,198.2550278,18.1639183375
ZTF19aateuln,189.87100549139785,-26.764541597849462
ZTF19achtmjb,182.5236035071429,18.53643210714286
ZTF20aajcevm,198.24574262727273,18.160942945454543
ZTF19aaywpeu,189.84930579561401,-26.69775299736842
ZTF18aaajksn,198.2506725955357,18.034335976785716
ZTF18aablbin,198.36769668423912,18.08693053695652
ZTF19aateumk,189.82228147575756,-26.719397468939395
ZTF19adgpoqn,198.17550206739128,18.27720388695652
ZTF20acyydhw,198.2434515,18.129033333333336
ZTF19aateulo,189.85352879124997,-26.74539631
ZTF18aaapdmk,197.95563133333334,18.368823533333334
ZTF18abedmlo,198.20532290399998,18.153358496
ZTF18aczupyy,198.2231653,18.16541655
ZTF18adknkbf,198.23274407421383,18.198555537735846
ZTF19adczhel,189.9162146277778,-26.789503850000003
ZTF18aaapdhv,198.179525475,18.12056145
ZTF18acwyvgh,198.21193768000003,18.19872312
ZTF19aalppjf,198.2500114,18.1262205
ZTF19adczhep,189.85820620909092,-26.748520741818187
ZTF18acvgzlh,198.24816502142855,18.163752607142857
ZTF18adiyckg,198.14891036307694,18.08899763384615
ZTF18abfgurv,198.21531796153846,18.1682476
ZTF19adczher,189.90040038615385,-26.765407149230768
ZTF18abimhiu,198.25426171200002,18.169323304
ZTF18abfguub,198.2242021333333,18.16155492222222
ZTF18aaakflr,198.19672935,18.159061899999998
ZTF20aajcpsz,199.33063243214286,17.60472365
ZTF19aateulz,189.85502037727272,-26.758995039393938
ZTF18acrxwkc,198.20617735714285,18.14889292857143
ZTF18abedmnn,198.04703356666667,18.174412933333333
ZTF19aaedwrw,198.20772082000002,18.19694932
ZTF19aateulh,190.00130290236686,-26.69986022307692
ZTF19aateuls,189.86894121971832,-26.722753253521127
ZTF21aawbuqa,198.03199155526318,19.281939226315792
ZTF19adczheq,189.87567728030305,-26.72508926818182
ZTF19aadgaih,198.20094332666667,18.18144222
ZTF18acwyvgk,198.2261163,18.213137
ZTF19aaloudr,198.2548879875,18.209860575
ZTF22aafnagw,189.85471582,-26.78129556
ZTF18aablcdn,199.0822140414634,17.744033451219515
ZTF18aaapdfc,198.31034209999999,18.2139928
ZTF18abfguui,198.24718101199997,18.17343128
ZTF20aaunodo,198.225759,18.150418000000002
ZTF19adfybqc,189.8872189,-26.7538269
ZTF19aatrgbb,189.8688017028986,-26.72793723478261
ZTF19aatrgay,189.88006610476197,-26.742192566666667
ZTF19aateuma,189.8589014888889,-26.752309970370366
ZTF19aateulu,189.86055916666666,-26.775736366666667
ZTF18aacbvor,198.3366398285714,18.2598098
ZTF19aatrgbd,189.85654538139536,-26.733503405426358
ZTF19aaydvru,189.87116472,-26.762158
ZTF22aaemhly,198.2101303217391,18.206709204347828
ZTF18aaajxhg,198.16174084,18.140166999999998
ZTF19aadgxkk,198.23398614390243,18.172061431707316
ZTF19aaydpxb,189.90038187187503,-26.76541721875
ZTF18abimhit,198.25414992272727,18.169381868181816
ZTF18abedmkw,198.2432279625,18.140428200000002
ZTF18aaapdhu,198.23678596666664,18.105922666666668
ZTF18acwyvgc,198.26367828,18.132100019999996
ZTF19aaydpxd,189.87613293768115,-26.775783407246376
ZTF19aafmzyt,198.26962267142855,18.183042814285717
ZTF18acnbhhd,198.26356321666663,18.170691316666666
ZTF18abcrtlg,198.20786632173915,18.16738435652174
ZTF18abedmqq,198.23930950000002,18.167379866666664
ZTF22aahbagu,189.85889742499998,-26.752179279999996
ZTF18aavmrrg,198.20957178809525,19.833457717857144
ZTF18abfguww,198.26923929999998,18.202191733333333
ZTF21aalimdw,181.94280543999997,18.84489181
ZTF18aaxzfyu,199.13884610000002,17.72866505
ZTF19aalpphh,198.2366037,18.1880873
ZTF19aabztfj,198.19875665714287,18.17759882857143
ZTF18aaakcpq,198.2485946,18.096740099999998
ZTF19aabztee,198.21589138,18.1581895
ZTF18acnbhgz,198.19666027777777,18.159150722222222
ZTF18abedmrq,198.22591578333333,18.15040572777778
ZTF18abfguuf,198.24724185833335,18.173274533333334
ZTF18acnbhgt,198.2387977032258,18.155358687096772
ZTF18acwyvft,198.22025983333333,18.191377666666668
ZTF18aabkuoq,198.2694314346154,18.18311053076923
ZTF18abfguwg,198.2038806,18.1188572
ZTF19aaydpwv,189.91613628947368,-26.78950486842105
ZTF19aabyzvw,198.2516354166667,18.1464021
ZTF19aadgaii,198.20801584999998,18.1719199
ZTF18acvgzlg,198.24871187368421,18.177914857894738
ZTF18abfguum,198.23439086666667,18.1489293
ZTF21aaqpsdw,198.21875706666665,18.154568766666667
ZTF18ablqeay,198.23029445,18.164269060000002
ZTF18abedmsm,198.26147525714288,18.1478918
ZTF18aacceto,199.12373635,17.6937258
ZTF19aabyzvy,198.22307374444443,18.1370055
ZTF19acmwvwz,182.48968365000002,18.57698175
ZTF18acnbhgj,198.23497952105262,18.15802975789474
ZTF18acwyvfs,198.2457745090909,18.15273222727273
ZTF18acrxwjx,198.24391020370368,18.1538332037037
ZTF18acnbhgo,198.24759287272727,18.15700003636364
ZTF18abedmrt,198.22098541578944,18.184917142105263
ZTF18abedmjw,198.21123296666667,18.17771713333333
ZTF18abfguvb,198.21110299999998,18.14400355625
ZTF18abfguuw,198.24456483333333,18.19297372222222
ZTF18aaapdfz,198.29746179999998,18.26957846666667
ZTF18abedmqn,198.21976619999998,18.1743995
ZTF18abcrtlf,198.220028,18.158992859999998
ZTF19abdzocb,198.23892569999998,18.155322057142858
ZTF18abfguwf,198.26290994545454,18.177812354545456
ZTF18aaajmun,182.52654887894735,18.547144596491233
ZTF18abfguwi,198.23286462222222,18.133450577777776
ZTF19aalppjs,198.25879365,18.162171933333337
ZTF19aalppjc,198.18092444285713,18.1897865
ZTF18abcrtln,198.25383934285713,18.200437214285714
ZTF18abedmlw,198.1713069666667,18.16156358888889
ZTF18aaaqjsy,184.08672606666664,17.52012913333333
ZTF21aautwwi,198.21529045,18.168352900000002
ZTF20acxsxei,198.20204105833332,18.147817025
ZTF18abfguwa,198.20586513076927,18.14645943076923
ZTF18abfguvs,198.23742434444443,18.196971644444446
ZTF18aaapdgo,198.17544539999997,18.192829649999997
ZTF21aagjspp,189.88818007777775,-26.746182077777778
ZTF18aaapdht,198.21662794285714,18.225681871428574
ZTF18aabvmsg,182.51823629565214,18.53275955217391
ZTF23aacuhtd,189.8832803,-26.749285450000002
ZTF18aacbvbm,198.19042086071428,18.107267489285714
ZTF19aagvaia,198.37766215,18.001449
ZTF18aczupyv,198.23402246999999,18.16095611
ZTF20abhkdov,199.02168629999997,18.02861351818182
ZTF18abedmqo,198.2360248875,18.165508737499998
ZTF22aakgwrr,198.25581,18.125339349999997
ZTF18abedmju,198.25645828571425,18.167783571428572
ZTF20aarigoj,198.22346801428571,18.179348542857145
ZTF19aaafoqd,198.2396603,18.180119320000003
ZTF21aanknfg,189.86489127272725,-26.68452207272727
ZTF18aarcfns,182.4701885,18.557935450000002
ZTF18abfguvr,198.20112440000003,18.1509661
ZTF18aaajxhh,198.162804904,18.094969472
ZTF18acnbhgs,198.2001884,18.23777886666667
ZTF20aascock,198.35850993333335,18.161893233333334
ZTF18acnbhgv,198.23038638,18.152451230000004
ZTF18aaapdgv,198.272215725,18.219017100000002
ZTF18abcrtlm,198.23013811818183,18.14483894545455
ZTF18abfguwv,198.2179586454545,18.209160663636357
ZTF18abedmsb,198.25216865000002,18.16414189
ZTF20aagxiby,182.199303375,18.682422700000004
ZTF19aalppil,198.1872336125,18.2686147875
ZTF18abfguwt,198.246581025,18.215859875
ZTF18aaakcrk,198.19170163999996,18.1244008
ZTF18abfguvh,198.2272395,18.138304666666667
ZTF18acrxwjw,198.22512565714288,18.173356057142858
ZTF21aasqdbu,198.2515273,18.147330166666666
ZTF18aaajksg,198.33957275,18.23854265
ZTF18aaajxhl,198.3203031,18.1478378
ZTF18abfguuk,198.23633406190476,18.15048246666667
ZTF19aabztfm,198.2632047,18.125583333333335
ZTF19aczjzmm,198.2455122,18.16084025
ZTF18abedmkv,198.18373087499998,18.1796818
ZTF18acwyvfv,198.2400913818182,18.193330654545456
ZTF18abedmln,198.24374257999997,18.212896699999998
ZTF18acnbhgy,198.242725075,18.158417174999997
ZTF18aaapdgc,198.26736330000003,18.212253766666667
ZTF18aaapdiw,198.17276195,18.182355299999998
ZTF21aauhmbb,198.2174637,18.065971949999998
ZTF18aaajfrd,197.81936874358973,19.280608582051286
ZTF18abfguvl,198.27322241333334,18.159617420000004
ZTF19aajwheg,198.25961823333333,18.1977222
ZTF18abedmkt,198.20782155,18.17203671153846
ZTF18abedmjx,198.25663225,18.16783325
ZTF20acuahnp,197.81916990000002,19.280580906666668
ZTF18abdfwak,198.23270663333332,18.167799466666665
ZTF21aalnykc,189.84945840869568,-26.697659039130436
ZTF18acnbhhb,198.2284186857143,18.185832992857144
ZTF18acvgzlw,198.2044641888889,18.18366547777778
ZTF19adfybnw,189.87142260000002,-26.76337045
ZTF19aabztfa,198.2333109,18.15593405
ZTF18abedmlf,198.18586505000002,18.27023765
ZTF18abcrtlq,198.2188207714286,18.13039344285714
ZTF18acyyepv,198.18067349999998,18.161043959999997
ZTF18acyyepr,198.21786315,18.1503261
ZTF18abfguvo,198.24882204000002,18.20849762
ZTF18aaajrtg,198.17440595000002,18.201842316666667
ZTF18acvgzlv,198.25992465000002,18.158989599999998
ZTF18aaajkvc,198.16281370000002,18.046109775
ZTF19aagvlxn,199.06481789999998,17.76092135
ZTF18abedmqp,198.22422546666667,18.169804466666665
ZTF18abedmmt,198.16805065,18.15288375
ZTF18acvgzlq,198.25207766666665,18.213018133333335
ZTF19adfybqo,189.86193989999998,-26.733100349999997
ZTF18adgsyhh,198.21279130000002,18.18461363333333
ZTF22aaaxzrj,198.28812423333332,17.884958900000004
ZTF18abedmlx,198.16686963333333,18.166259066666665
ZTF18acvgzlr,198.24578565000002,18.205976550000003
ZTF18aacclmi,198.28437091111107,18.20009487777778
ZTF18acwyvfz,198.22617274,18.196477780000002
ZTF19aabywyq,198.2198770727273,18.15906037272727
ZTF18abedmqz,198.2451090333333,18.165390366666667
ZTF18abedmml,198.15488575,18.145264437499996
ZTF18aczupyx,198.23531443333331,18.164049966666667
ZTF21aavqgnh,198.2491386083333,18.48202661666667
ZTF18acnbhgk,198.22405608461543,18.161531461538463
ZTF18adbadza,198.20116246,18.17901752
ZTF19aakjazk,198.24715946666666,18.151463699999997
ZTF18aaapdeq,198.16830655,18.2856455
ZTF18abedmlm,198.59392586666664,18.577363100000003
ZTF19acmwlvh,182.98357115000002,19.114864400000002
ZTF18aaapdhq,198.21705976666667,18.09230103333333
ZTF18abfguvn,198.25399454285713,18.21391964285714
ZTF18aaajkxg,198.1601303333333,18.104970366666667
ZTF18abedmkp,198.2007166666667,18.162759366666666
ZTF20aabqkaq,198.5769071,17.9063003
ZTF19aailoak,198.26362235,18.253083099999998
ZTF18acnolei,198.24703373333332,18.173432000000002
ZTF18abedmky,198.20150635000002,18.202451883333335
ZTF18aacclmu,198.22776436666666,18.114940633333333
ZTF18acwyvgj,198.31757265000002,18.18923715
ZTF20acyydhx,198.18817430000001,18.1893216
ZTF19acmwvxq,182.47390045000003,18.5471228
ZTF18acvgzld,198.23687753333334,18.179108633333332
ZTF19aaafidn,198.1157397875,17.958355824999998
ZTF19adfybos,190.0106894,-26.7261526
ZTF18aaapdio,198.2965916,18.09590755
ZTF19aaloueb,198.20625456,18.192807199999997
ZTF18aaccerm,199.05103925,17.77297135
ZTF21acniulr,199.04448505,17.77201545
ZTF20aaknhdj,182.5143481,18.542637199999998
ZTF18abfguws,198.17700714285715,18.1620319
ZTF19aabztfk,198.2052762333333,18.133410766666664
ZTF21acowgnc,198.34940153333335,18.221128033333333
ZTF18abfguwe,198.21780588181818,18.135891000000004
ZTF18acpxfii,198.223810125,18.19079265
ZTF18acqzjli,198.22718103333332,18.155053233333334
ZTF18aaapdct,197.87343625,18.4675134
ZTF18acvgzlt,198.25907613750002,18.151572137499997
ZTF18adcaose,198.2196132,18.160976833333336
ZTF18aarcfmq,182.38925210000002,18.5126537875
ZTF18abfguvq,198.25518124,18.14132154
ZTF18abedmlc,198.197926275,18.241915275
ZTF18aaajkwf,198.37142345,18.135913600000002
ZTF18aaapdgz,198.2821555,18.1665287
ZTF20actobtk,198.20732492500002,18.194740825
ZTF18abfguug,198.2122511125,18.160021049999997
ZTF18abedmkf,198.21004850000003,18.148205700000002
ZTF18abfguwo,198.22039356666664,18.19916963333333
ZTF19aabztfl,198.19307396666667,18.204784066666665
ZTF18aaakcpb,198.16491925,18.174598983333333
ZTF18abedmkr,198.23862231666666,18.14280868333333
ZTF18aaccrtg,199.10578264999998,17.72264845
ZTF21abayylg,198.21654455,18.0879532
ZTF18abedmlk,198.25569506666668,18.12525306666667
ZTF18abedmsk,198.21698453333332,18.18961215
ZTF21abewpbc,189.8367811,-26.694134000000002
ZTF19adfybmt,189.81610940000002,-26.75407225
ZTF21aamqfzh,198.25341242500002,18.195829825
ZTF18abfguvz,198.20342862,18.156706059999998
ZTF18abedmrx,198.20159885714287,18.166575157142855
ZTF18abfgusm,198.20950935,18.179415066666667
ZTF18abfguvg,198.21505656666668,18.1473756
ZTF18aaakcpa,198.09490696666668,18.071101266666663
ZTF18abfguvc,198.26844584999998,18.148886025
ZTF19aapzgbb,198.25980886666665,18.172120800000002
ZTF18abedmlp,198.2482459375,18.148152525
ZTF18aaakcom,198.07146874999998,18.2382498
ZTF18acpxfih,198.25045858,18.204967819999997
ZTF18abedmnb,198.19060645000002,18.186693325
ZTF18abedmlb,198.1977829,18.244591200000002
ZTF18aaajkty,198.2121892,18.269296666666666
ZTF19adawtgw,198.20986745000002,18.206621900000002
ZTF18aaxzfxx,199.06946775,17.71958075
ZTF18acvgzlp,198.21122502000003,18.157132219999998
ZTF18aaccesq,199.05582305000001,17.731957100000002
ZTF18aaajktr,198.17821143333336,18.231053199999998
ZTF18abfguus,198.25125138,18.176660266666666
ZTF19aaloudx,198.2623029142857,18.141778114285717
ZTF20aambgnh,198.20892220000002,18.205936975
ZTF18abbpzhi,199.0440226,17.7039433
ZTF19aaloudy,198.19830921666664,18.149075683333333
ZTF19aaromoo,198.25459365,18.08105355
ZTF18abedmmb,198.18516195,18.167572999999997
ZTF18aaapddi,198.28936786000003,18.18864676
ZTF20acvamov,198.18403933333335,18.20188213333333
ZTF19aajwheh,198.185555825,18.160361537500002
ZTF19acmwvxs,182.51234309999998,18.6109847
ZTF19adczhew,189.9145631,-26.75648805
ZTF18abfguvi,198.218970875,18.117202749999997
ZTF21abvaing,198.23051049999998,18.172840649999998
ZTF18aaapdgr,198.173313875,18.1268809
ZTF18aaapdgq,198.20232651999999,18.11371964
ZTF18aacceuh,199.09140735,17.6733886
ZTF23aabqnvl,189.96443290000002,-26.862865166666666
ZTF21abbvrzj,198.20537233333334,18.153161433333334
ZTF20aajcetn,198.05119796666668,18.228679366666668
ZTF18acvgxqe,198.2130356,18.18472835
ZTF18abedmmu,198.27139696666669,18.17553596666667
ZTF18aaapdhm,198.2809148,18.13591185
ZTF18aczupzb,198.2205353,18.156079599999998
ZTF18aaajxhk,198.30963796666666,18.25507886666667
ZTF18abfguut,198.2473475,18.173465200000003
ZTF18abfguwn,198.24511143333334,18.136349300000003
ZTF18aaajxhj,198.16808655,18.15277595
ZTF21aakifjj,198.19570865,18.18943515
ZTF19adhifnz,190.0368599666667,-26.90167083333333
ZTF18aaapdgl,198.19443165,18.07285875
ZTF18abfguvf,198.19749280000002,18.119681025
ZTF18abedmlq,198.2316670833333,18.142529616666668
ZTF19aarjcvv,198.27658483333335,18.185144166666664
ZTF18acrxwjz,198.21840513333336,18.176551333333332
ZTF19abahslx,198.19248299999998,18.1703143
ZTF18aaajxhm,198.33525995000002,18.20803015
ZTF19aalpphe,198.22871195,18.19368815
ZTF18abfguvm,198.17001596666668,18.18605553333333
ZTF18acvgzlz,198.26105452500002,18.128448937499996
ZTF19aailwuq,198.221215,18.18181405
ZTF18abedmna,198.19280714,18.2087591
ZTF20abfysgb,198.21528023333335,18.1149582
ZTF20aamaztw,198.17283885,18.1627762
ZTF18acvwmxf,198.20081526666664,18.167616666666667
ZTF18aacclmy,198.2453482,18.228699849999998
ZTF18ablqeba,198.2269475,18.15497945
ZTF20aaqaifd,183.81326465,19.5129962
ZTF23aacuhsx,189.7403726,-26.86406505
ZTF18aaajktq,198.1325424,17.991223466666668
ZTF23aacuhtj,189.82593075,-26.7778841
ZTF18abfguvj,198.15289330000002,18.1261995
ZTF18abfguux,198.2545435,18.172663399999998
ZTF18acnbhhe,198.24693336666667,18.116954933333336
ZTF18abedmld,198.24308693333333,18.140373166666667
ZTF18aaapdgu,198.30616466666666,18.229687666666667
ZTF20aahgmth,198.381460075,18.351086975
ZTF19aakixys,198.19661997499998,18.177846975
ZTF18acwyvgm,198.24637024999998,18.203605850000002
ZTF18acvgzlo,198.27323208888888,18.16890658888889
ZTF18acyyepw,198.226190475,18.1350904
ZTF18aacclmg,198.20990608,18.244181039999997
ZTF18aaapdhb,198.273485925,18.11402395
ZTF18abedmql,198.2265586,18.171373775
ZTF18abedmri,198.18305296666665,18.169283066666665
ZTF18acnbhge,198.23378475,18.17202101666667
ZTF18aaccesi,199.07589555,17.6515568
ZTF18abfguuo,198.19869450000002,18.168381033333333
ZTF18aaccetf,199.11020405,17.722546450000003
ZTF21aawzqdt,189.85272636666664,-26.72608596666667
ZTF19aarbayf,198.23833335,18.15124265
ZTF18aacbvep,198.08185895,18.018899349999998
ZTF18abedmrg,198.2445856333333,18.179024733333332
ZTF18acnbhgf,198.23158253333335,18.187001300000002
ZTF18abfguwz,198.24158699999998,18.133780549999997
ZTF18aagrafy,198.243811375,18.130191475
ZTF18abfgusf,198.23328755,18.185748150000002
ZTF19adcfrqj,181.94309126666667,18.84488263333333
ZTF22aaidqdg,189.86887745,-26.722895100000002
ZTF19aauixcu,198.20309696666666,18.134739666666665
ZTF18aaapdgt,198.1619815,18.21064943333333
ZTF18aaapdgh,198.2871187,18.2258941
ZTF18abedmlg,198.21753024999998,18.12681075
ZTF21acniulz,199.14380670000003,17.689555849999998
ZTF18aaakcoy,198.22652879999998,18.2444986
ZTF18aczupzf,198.2307733,18.215917033333334
ZTF18aaxzfzx,199.0913262,17.713995349999998
ZTF18aaajksb,198.34945355000002,18.2211912
ZTF18acpxfim,198.21702573333334,18.120348333333336
ZTF19aabyzwa,198.2386843,18.24780435
ZTF21aaouvpg,198.2504176,18.13327375
ZTF19aakiyca,198.24548006000003,18.207839659999998
ZTF19aansudm,198.23729275000002,18.16984705
ZTF18abedmlt,198.25150555,18.1465064
ZTF18aaapdbv,198.15556845999998,18.139822039999995
ZTF19aaydpwx,189.83687935,-26.78176035
ZTF19aaqcypi,198.2564497,18.160685299999997
ZTF18abfguvu,198.26898855000002,18.15889795
ZTF18abedmqr,198.23940103333334,18.167431466666667
ZTF18aaapdds,198.146033,18.241257
ZTF18abfguva,198.255595625,18.1558482
ZTF19aapzgbi,198.256197175,18.196004175
ZTF19aabztff,198.21416670000002,18.15214155
ZTF18abfguwh,198.21442626666666,18.1440822
ZTF18aaajkth,198.1575217666667,18.0970786
ZTF18aaapder,198.28379045000003,18.162282400000002
ZTF23aacuhsi,189.81759415,-26.7963343
ZTF20abfenbn,198.20528093333337,18.199073633333334
ZTF18aaajxhi,198.3402092,18.207636
ZTF20aalylnc,198.22553605000002,18.2034558
ZTF18aaajxhe,198.2394228,18.109008250000002
ZTF18abedmre,198.24772423333334,18.15701083333333
ZTF18abedmsq,198.2156357,18.140501800000003
ZTF18aaccevc,198.31523650000003,18.1902394
ZTF19aabztfd,198.21754069999997,18.152973533333334
ZTF19aaoinzz,183.64775709999998,19.80369835
ZTF19aagvlxp,199.05732005,17.7162009
ZTF20aaunovh,198.31112995,18.15167505
ZTF18aaxzfya,199.1119959,17.730850099999998
ZTF18aaapdig,198.27728985,18.21912695
ZTF18aaxzfxi,199.04936579999998,17.684936200000003
ZTF17aaadpib,333.09842491628956,0.08250238778280541
ZTF21abcdmdk,333.0983701,0.08234761428571429
ZTF20abvijmk,333.77199596,0.35681065999999995
ZTF19abneyox,333.71631468,-0.23313557999999998
