objectId,mean_ra,mean_dec
ZTF18aabvmsf,182.8330664537037,18.82994966898148
ZTF18aaajkrz,198.17546586841243,18.277143545499182
ZTF18abciamu,198.2535944107463,18.191648526417907
ZTF18aaaolyr,198.23649702760943,18.18569614242424
ZTF19aateulj,189.88504789710979,-26.639627175722545
ZTF18aablbik,198.18284623267044,18.123961174999998
ZTF18abdkjdt,198.2503168786427,18.156968456686624
ZTF18aaajqpt,198.23809143832688,18.12789761206226
ZTF18aaajqpm,198.17259065637586,18.12321919714765
ZTF18acxejdw,198.28778160171922,18.071245364756447
ZTF19adczhet,189.87612332705882,-26.775802858823525
ZTF18aablcbe,182.5205623410891,18.534505984158415
ZTF18acyyepq,198.224891625,18.14293515
ZTF18aaajwmg,198.21784207730337,18.18479685303371
ZTF18aabqsbz,198.33557999312168,18.11196205379189
ZTF18aaajfuh,182.51549264593024,18.530011194186045
ZTF19aadyjks,198.25063302991148,18.034426352743363
ZTF18aaajqpl,198.25176281272323,18.184735470535713
ZTF18acnbhgg,198.21945078333337,18.174477266666667
ZTF18aaajqpo,198.2347423316369,18.120490144429162
ZTF18aabkuoi,199.11673042282607,17.665653862499997
ZTF18abfguuj,198.24732927999997,18.173381720000002
ZTF18aacbvfv,198.3812773051282,18.351149699487177
ZTF18abfguue,198.23195640000003,18.189994416666668
ZTF18aagragc,198.2095181649635,18.11685819099757
ZTF18aaaolyu,198.26836497433266,18.177044702874745
ZTF18aaakcox,198.30977195904762,18.367705048571427
ZTF18aaajwmf,198.3586321777778,18.162104240189123
ZTF18aaavqmu,182.19955084503312,18.68246784039735
ZTF18aaaolyw,198.18909671276924,18.150535965692306
ZTF18aaaolyq,198.1905055448549,18.182060440369394
ZTF18aabxsiu,182.59146157088608,18.58376946835443
ZTF18aaajksa,198.14894012873899,18.08890707888563
ZTF18aacavuu,182.49735625720163,18.530035272839505
ZTF18aaaoyul,198.18276843666666,18.170254720000003
ZTF19aateuly,189.864772387574,-26.684418822485206
ZTF18aaajqkv,199.14848508811187,17.737705874475527
