objectId,mean_ra,mean_dec
ZTF19adcfrsh,186.32610182649574,18.306042055555558
ZTF19abhxipr,23.5119598,30.722368009090914
ZTF18aceohig,114.57353645999999,38.878966219999995
ZTF18acbytzf,114.41575658214286,38.85915343571429
ZTF19abdshcf,23.511365105519477,30.810144607142856
ZTF18aahvhdb,190.86869762991452,11.455898452991452
ZTF19acpeovn,23.708711781250003,30.78442029375
ZTF18accnceh,114.53002679019608,38.91282784509804
ZTF18abhqenc,10.126994233333333,40.75813685
ZTF18abiigst,10.31041631,40.93086572
ZTF18acegaby,114.58246697777778,38.91135477777778
ZTF18acmhtej,10.856656666666666,41.2602664
ZTF18adqelkz,226.43301303888887,55.826658050000006
ZTF18abhqeus,10.288104814285715,40.598024714285714
ZTF20aahrwlh,190.90209435063286,11.502583953164558
ZTF19aaxozth,23.5101479125,30.67791354375
ZTF20aaermdw,186.3214788034483,18.22960004137931
ZTF18acvzxhq,23.500699645454542,30.629735818181814
ZTF18aaxrsaw,226.43291194308938,55.82670280813008
ZTF18abhpwnv,10.245240817647058,40.596607005882355
ZTF18abhqesw,10.1003806,40.606248066666666
ZTF18aczbkfy,23.435227025000003,30.631267325
ZTF17aabbvom,10.254921669230772,41.22933491538462
ZTF17aaaznul,10.084543942857142,40.732894714285706
ZTF18accvglt,114.55293424285715,38.87422924285715
ZTF19abhxipj,23.5332798,30.643907555555554
ZTF19abezekj,23.5352965,30.650592588888887
ZTF19aavvvkv,23.40809435,30.633862575000002
ZTF18aayqqlz,184.58674553181817,47.094824572727276
ZTF19aaxoztj,23.42889428,30.71462742
ZTF20abketrw,226.8301487916667,55.747159333333336
ZTF20aaoyfnd,186.3236722625,17.957296112500003
ZTF18acynqoo,23.617273668750002,30.604683018750002
ZTF23aajibwv,186.1671812875,18.3264505
ZTF18aacbiwe,186.3341639235294,18.053694517647056
ZTF19abdshdz,23.625817533333333,30.6368232
ZTF20aaerxha,227.44434385,57.0001757
ZTF18aabebdd,187.70593509999998,12.391135814285715
ZTF18actyfhs,23.544343414285716,30.76350217142857
ZTF19aaxozui,23.47969324,30.79941088
ZTF19aanvzkl,114.54645648333333,38.89399313333333
ZTF19aaxozti,23.528315680000002,30.790615300000002
ZTF20abjgsan,227.030621015,55.76169724500001
ZTF18aabjrud,150.545151275,72.1251315
ZTF19abhxipn,23.50812889166667,30.66047780833333
ZTF18acvgwdo,186.117808925,18.245715615
ZTF18abjrjip,11.131707496428573,41.60339430357143
ZTF18abmncko,339.4276138909091,23.68808822727273
ZTF19abqgmwk,23.668281942857142,30.76694417142857
ZTF19aannwjf,114.56745995,38.90515455
ZTF19acqkdiy,23.668195020000002,30.76702674
ZTF19abmpmwc,23.421243224999998,30.430656375
ZTF18adohqcf,114.52995031818182,38.91285374545454
ZTF20aapnsze,186.40602565,17.85897315
ZTF19aaxoztq,23.40504662,30.570504399999997
ZTF18achdctg,114.57386517500001,38.911351849999996
ZTF19abnarrq,10.367112266666666,40.897129666666665
ZTF19aaxoztd,23.461979366666665,30.648652749999997
ZTF19acejbid,23.54431944,30.7634143
ZTF18aahfbnc,161.76676021999998,17.27353604
ZTF19aafjmlz,114.46639082499999,38.898427425
ZTF21aaigvou,227.06440819999997,56.00349795714286
ZTF18abhpwny,10.1225695,40.60408571111111
ZTF18abtcghm,8.19388825,39.57793385
ZTF18adabhgz,23.41622734,30.640579679999995
ZTF17aabbkqg,11.309926883333333,41.961272816666664
ZTF18acakdla,11.309789099999998,41.961171900000004
ZTF17aaajnki,186.453538230837,33.54684732158591
ZTF18aczeywf,226.60365271440003,1.3531423888000003
ZTF20abbzdsf,11.363752853793104,41.54836480689656
ZTF19aarsrcs,114.23719766153847,65.58451212307692
ZTF19aabgjcw,11.57492706455224,41.960715109701496
ZTF18abscarg,11.15679054427481,41.42064314274809
ZTF18abtwqcu,11.059704583333334,41.322048
ZTF19abdzavc,10.645902067567567,40.810876210810804
ZTF18acadtcq,11.36366181140351,41.703023833333326
ZTF18abjcgxp,11.241251383333335,41.48994511666667
ZTF18aceuqdr,10.844121301851853,41.76062275555555
ZTF18abotxbw,10.600514,41.626077675
ZTF18absccii,11.171241121052631,41.87499931578947
ZTF18abhpwor,9.952155399999999,40.5251808
ZTF18abiipbz,10.997285802564102,40.80099145384616
ZTF19aazchve,339.45561303333335,23.76131978888889
ZTF18abjrjiu,10.817997823863637,41.62514110227273
ZTF17aabbvzn,10.513308,40.98059087
ZTF18abhqeno,10.637862475,41.057863925
ZTF18abjpgik,11.279709980952381,41.62168628809523
ZTF17aacnfrk,190.31544989999998,11.387218316666669
ZTF18aaajhlm,184.29750998518517,15.323907729629632
ZTF18abzolrp,11.1125976,41.48050993333333
ZTF19acdybpg,10.9379399,41.207723433333335
ZTF18abpymuy,10.444480425,41.421949725000005
ZTF22aajiwwg,226.82633832500002,1.501443825
ZTF18abjcgxb,11.642993425,42.195284625
ZTF18abiiguz,10.302202933333332,41.007826849999994
ZTF18aahtchl,145.72575383333333,31.847242383333334
ZTF17aaazxvs,9.89044643,40.52073574
ZTF18abgpzwn,10.9665009,41.263908655555554
ZTF18abgpzso,10.989725233333331,41.29325658333333
ZTF21abshyrw,10.21929570952381,41.54108796190476
ZTF18abgpztn,11.095034125,42.07579185
ZTF17aabbvsg,10.565908783333333,41.02065826666667
ZTF18abtzoip,10.809998514285713,41.122439199999995
ZTF18abhpwob,10.47077795,40.786033375
ZTF17aabbvqb,10.21875296,41.31486254
ZTF22aaresyk,309.30864176,66.10558669999999
ZTF18abskixk,11.363269683333334,41.69981438333334
ZTF18abpymur,10.58776396,41.5372927
ZTF18abilmwn,11.292945284615387,41.61297424615385
ZTF19acoqnjc,11.178786962499998,41.4183243375
ZTF17aabbvyf,10.530405083333333,40.98923213333333
ZTF18acelizr,9.786223840000002,40.57251806
ZTF18abjcgzy,11.436073774999999,41.8664066
ZTF19abgzipo,11.7312384,42.347324
ZTF18adbhjli,158.23082115,28.5117665
ZTF17aabblws,10.879567633333332,41.3039942
ZTF18abhqepx,10.5397079,40.79550008
ZTF18abvryqg,11.112580075,41.480337462499996
ZTF18abiluof,11.38891858,42.0067616
ZTF19acewprp,10.9468472,41.46234345
ZTF18abhqetu,9.935808,40.88188735
ZTF18abotxbf,10.503536949999999,41.4860052
ZTF18abiipiw,10.63813028,41.00738602
ZTF23aambihh,11.157020925000001,41.4206406
