objectId,ra,decl,tns_name,tns_prefix,disc_mag,disc_mag_filter,type,z,hostz,host_name,ext_catalogs,disc_int_name,disc_date,lastmodified_date,sender,reporters,source_group,htm16,lasairmodified_date,id
ZTF22aadghqe,235.59059,-22.67056645,2022dsb,TDE,17.300,,TDE,0.023,None,None,None,"ASASSN-22cs, ATLAS22iav, ZTF22aadghqe","March 1, 2022, 1:40 p.m.","Jan. 26, 2025, 7:40 a.m.",ASAS-SN,"K. Z. Stanek, C. S. Kochanek, for the ASAS-SN team",ASAS-SN,46629759135,"May 5, 2025, 10:14 a.m.",24395
ZTF22aadgefj,262.46046,25.8422,2022exr,TDE,18.397,,TDE,0.096,None,None,None,"ATLAS22jix, ZTF22aadgefj, Gaia22cgf","March 20, 2022, 2:41 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,56283532958,"May 5, 2025, 10:14 a.m.",24389
ZTF22aadesap,232.76542,53.40535,2022fpx,TDE,18.542,,TDE,0.073,None,None,None,"ATLAS22kjn, ZTF22aadesap, Gaia22cwy, PS23bdt","March 31, 2022, 12:28 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,59669663425,"May 5, 2025, 10:14 a.m.",24386
ZTF22aadesap,232.76542,53.40535,2022fpx,TDE,18.542,,TDE,0.073,None,None,None,"ATLAS22kjn, ZTF22aadesap, Gaia22cwy, PS23bdt","March 31, 2022, 12:28 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,59669663425,"May 5, 2025, 10:14 a.m.",24386
ZTF22aaddwbo,208.49258,50.0417637,2022gdw,TDE,19.308,,TDE,0.105,None,None,None,ZTF22aaddwbo,"April 3, 2022, 7:52 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, A. Munoz-Arancibia, F.E. Bauer, G. Pignata, A. Mourao, R. Dasti...",ZTF,59219520373,"May 5, 2025, 10:14 a.m.",24383
ZTF22aacgcwv,150.03337,26.4607142,2022dyt,TDE,20.344,,TDE,0.072,None,None,None,"ZTF22aacgcwv, ATLAS22jju","Feb. 26, 2022, 5:38 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Herna...",ZTF,64171858916,"May 5, 2025, 10:14 a.m.",24392
ZTF22aabimec,112.22888,26.897031,2022csn,TDE,19.180,,TDE-H-He,0.148,None,None,None,"ZTF22aabimec, ATLAS22ggz, PS22bju, Gaia22ayp","Feb. 19, 2022, 7:52 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,62964107839,"May 5, 2025, 10:14 a.m.",24404
ZTF22aaaihgr,156.04305,-0.822997785982,2022arb,TDE,19.530,,TDE,0.062,None,None,None,"ATLAS22dls, PS22aqk, ZTF22aaaihgr","Jan. 28, 2022, 11:31 a.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,41208842151,"May 5, 2025, 10:14 a.m.",24410
ZTF22aaahtqz,126.29317,18.582639,2022bdw,TDE,19.110,,TDE,0.03782,None,None,None,"ATLAS22dth, PS22avi, ZTF22aaahtqz, Gaia22baj","Jan. 31, 2022, 9:37 a.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,63805875053,"May 5, 2025, 10:14 a.m.",24407
ZTF22aaaekqh,216.96433,28.174731,2022adm,TDE,17.907,,TDE,0.061,None,None,None,"ZTF22aaaekqh, Gaia22anq","Jan. 21, 2022, 11:51 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Herna...",ZTF,60055263399,"May 5, 2025, 10:14 a.m.",24416
ZTF22aaaedas,234.49004,56.2716408,2022rz,TDE,19.367,,TDE,0.107,None,None,None,"ATLAS22bqy, ZTF22aaaedas","Jan. 13, 2022, 2:26 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, H. Weiland (IfA, University of Hawaii), A. Heinze, B....",ATLAS,57592180900,"May 5, 2025, 10:14 a.m.",24419
ZTF22aaabqko,104.62356,70.5608136,2022emf,TDE,19.550,,TDE-H-He,0.081,None,None,None,ZTF22aaabqko,"Jan. 21, 2022, 7:17 a.m.","April 10, 2025, 1:52 p.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,62155154577,"May 5, 2025, 10:13 a.m.",6383
ZTF22aaabovl,132.18020,80.883301,2022aee,TDE,18.536,,TDE,0.124,None,None,None,ZTF22aaabovl,"Jan. 21, 2022, 7:14 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Herna...",ZTF,61458827373,"May 5, 2025, 10:14 a.m.",24413
ZTF21acafvhf,103.76969,12.6341543,2021yte,TDE,19.339,,TDE,0.053,None,None,None,ZTF21acafvhf,"Sept. 12, 2021, 11:25 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Herna...",ZTF,63285193851,"May 5, 2025, 10:14 a.m.",24506
ZTF21abxngcz,105.27749,40.8251838,2021yzv,TDE,20.020,,TDE,0.286,None,None,None,ZTF21abxngcz,"Aug. 16, 2021, 12:01 p.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,63374539085,"May 5, 2025, 10:14 a.m.",24503
ZTF21abqtckk,229.62117,73.358731,2021utq,TDE,20.451,,TDE,0.127,None,None,None,"ZTF21abqtckk, ATLAS21bgtn, Gaia21eqh","Aug. 1, 2021, 6:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,57798231310,"May 5, 2025, 10:14 a.m.",24512
ZTF21abqhkjd,8.16617,22.5489,2021uqv,TDE,20.388,,TDE,0.106,None,None,None,"ZTF21abqhkjd, ATLAS21beiz, Gaia21drx","July 29, 2021, 10:28 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,67485966277,"May 5, 2025, 10:14 a.m.",24515
ZTF21abmwftm,263.21044,33.0328877,2021uvz,TDE,20.940,,TDE,0.176,None,None,None,"ZTF21abmwftm, ATLAS21bdzu","July 12, 2021, 6:15 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,56327057063,"May 5, 2025, 10:14 a.m.",24509
ZTF21abjrysr,17.84968,50.574908,2021sdu,TDE,19.770,,TDE,0.059,None,None,None,"ZTF21abjrysr, ATLAS21bbpg","July 5, 2021, 9:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,67683129641,"May 5, 2025, 10:14 a.m.",24518
ZTF21abhrchb,302.91219,-21.1601790079,2021qth,TDE,20.103,,TDE,0.0805,None,None,None,"ZTF21abhrchb, ATLAS21zpc, PS21gzs","June 17, 2021, 9:58 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, A. Mourao, G. Pignata, L. Herna...",ZTF,50812106656,"May 5, 2025, 10:14 a.m.",24524
ZTF21abcgnqn,238.46366,55.58879755,2021nwa,TDE,20.580,,TDE,0.047,None,None,None,"ZTF21abcgnqn, ATLAS21sjl","May 11, 2021, 9:17 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,K. De (Caltech) on behalf of ZTF,ZTF,57642314681,"May 5, 2025, 10:14 a.m.",24527
ZTF21abbxhhx,229.74706,-3.19585485935,2021qxv,TDE,20.730,,TDE,0.183,None,None,None,PS21grp,"May 10, 2021, 10:50 a.m.","Jan. 26, 2025, 7:40 a.m.",YSE,"D. O. Jones (UC Santa Cruz), K. D. French (Carnegie, Illinois), A. Agnello,...",Pan-STARRS,45370859006,"May 5, 2025, 10:14 a.m.",24521
ZTF21abaxaqq,4.92875,29.316861,2021mhg,TDE,19.746,,TDE,0.073,None,None,None,"ZTF21abaxaqq, ATLAS21qbq, Gaia21cwh, ATLAS21wwe","May 11, 2021, 11:36 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,67221532341,"May 5, 2025, 10:14 a.m.",24530
ZTF21aauuybx,219.87769,-27.8583862971,2021jjm,TDE,20.106,,TDE,0.153,None,None,None,"ZTF21aauuybx, ATLAS21mwd, PS21fhy","April 8, 2021, 10:04 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,47026334940,"May 5, 2025, 10:14 a.m.",24425
ZTF21aapvvtb,252.53055,34.8188397,2021gje,TDE,19.888,,TDE,0.358,None,None,None,"ZTF21aapvvtb, ATLAS21kpm","March 18, 2021, 11:44 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,59747847000,"May 5, 2025, 10:14 a.m.",24428
ZTF21aanxhjv,46.94919,40.3112683,2021ehb,TDE,19.097,,TDE,0.018,None,None,None,"ZTF21aanxhjv, ATLAS21jdy","March 1, 2021, 3:26 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia...",ZTF,68560516143,"May 5, 2025, 10:14 a.m.",24431
ZTF21aakfqwq,176.27896,18.5403591039,2021crk,TDE,21.041,,TDE,0.1555,None,None,None,"ZTF21aakfqwq, ATLAS21hdc, PS21cpw","Feb. 7, 2021, 11:44 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, L. Hernandez-Garcia, G. Pignata...",ZTF,60203744661,"May 5, 2025, 10:14 a.m.",24434
ZTF21aajmdui,7.80650,85.008861,2020mot,TDE,19.674,,TDE,0.07,None,None,None,"ZTF20abfcszi, Gaia20ead","June 14, 2020, 9:27 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan...",ZTF,65502511988,"May 5, 2025, 10:14 a.m.",24593
ZTF21aaeoitd,167.15298,30.7612734,2021jsg,TDE,20.637,,TDE,0.126,None,None,None,ZTF21aaeoitd,"Jan. 7, 2021, 11:28 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"Erica Hammerstein, Suvi Gezari, Yuhan Yao, Sjoert van Velzen, Jean Somalwar...",ZTF,60637364902,"May 5, 2025, 10:14 a.m.",24422
ZTF21aabiipy,46.10978,4.7456443,2021lo,TDE,20.181,,TDE,0.152,None,None,None,"ZTF21aabiipy, ATLAS21dma","Jan. 4, 2021, 4:13 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, L. Hernandez-Garcia, G. Pignata...",ZTF,67919688246,"May 5, 2025, 10:14 a.m.",24446
ZTF21aaaokyp,176.65148,30.0853983487,2021axu,TDE,19.218,,TDE,0.192,None,None,None,"ATLAS21bsh, ZTF21aaaokyp, PS21csc","Jan. 17, 2021, 12:17 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, A. Heinze, H. Weiland (IfA, University of Hawaii), B....",ATLAS,60564973547,"May 5, 2025, 10:14 a.m.",24440
ZTF20acyydkh,208.29162,9.7403742,2021ack,TDE,19.205,,TDE,0.133,None,None,None,"ATLAS21blz, ZTF20acyydkh","Jan. 12, 2021, 2:52 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, A. Heinze, H. Weiland (IfA, University of Hawaii), B....",ATLAS,58467939181,"May 5, 2025, 10:14 a.m.",24443
ZTF20acwytxn,238.75806,16.304491035714,2020acka,TDE,18.566,,TDE,0.338,None,None,None,"ZTF20acwytxn, ATLAS21cuo","Dec. 11, 2020, 1:17 p.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, L. Hernandez-Garcia, G. Pignata...",ZTF,56533403060,"May 5, 2025, 10:14 a.m.",24449
ZTF20acqoiyt,335.57138,-7.266411,2020zso,TDE,20.402,,TDE,0.061,None,None,None,"ZTF20acqoiyt, ATLAS20bfok, Gaia20fqa","Nov. 12, 2020, 3:36 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, L. Hernandez-Garcia, G. Pignata...",ZTF,49836616281,"May 5, 2025, 10:14 a.m.",24569
ZTF20acnznms,165.00137,21.1127353,2020yue,TDE,19.170,,TDE,0.204,None,None,None,ZTF20acnznms,"Nov. 3, 2020, 11:56 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,61154437551,"May 5, 2025, 10:14 a.m.",24572
ZTF20acitpfz,136.35783,61.80255,2020wey,TDE,19.880,,TDE,0.02738,None,None,None,"ZTF20acitpfz, ATLAS20belb, Gaia20fck","Oct. 8, 2020, 11:49 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,62061650686,"May 5, 2025, 10:14 a.m.",24575
ZTF20achpcvt,232.65750,26.982469,2020vwl,TDE,17.940,,TDE,0.0325,None,None,None,"Gaia20etp, ATLAS20bdgk, ZTF20achpcvt","Oct. 10, 2020, 5:28 p.m.","Jan. 26, 2025, 7:40 a.m.",GaiaAlerts,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixo...",GaiaAlerts,59900577476,"May 5, 2025, 10:14 a.m.",24578
ZTF20accxwrk,112.89258,57.2746683,2020ukj,TDE,19.458,,TDE,0.066,None,None,None,"ZTF20accxwrk, ATLAS20bdjf","Sept. 28, 2020, 11:27 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, A. Munoz-Arancibia, F.E. Bauer, L. Hernandez-Garcia, G. Pignata...",ZTF,61710843115,"May 5, 2025, 10:14 a.m.",24584
ZTF20accxwrk,112.89258,57.2746683,2020ukj,TDE,19.458,,TDE,0.066,None,None,None,"ZTF20accxwrk, ATLAS20bdjf","Sept. 28, 2020, 11:27 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, A. Munoz-Arancibia, F.E. Bauer, L. Hernandez-Garcia, G. Pignata...",ZTF,61710843115,"May 5, 2025, 10:14 a.m.",24584
ZTF20acaazkt,152.22267,42.716731,2020vdq,TDE,19.180,,TDE,0.044,None,None,None,"ZTF20acaazkt, Gaia20esn","Oct. 4, 2020, 11:47 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,64100192781,"May 5, 2025, 10:14 a.m.",24581
ZTF20abwtifz,48.39875,-2.151769,2020afhd,TDE,19.990,,TDE,0.027,None,None,None,"ZTF20abwtifz, ATLAS24btc, Gaia24awm","Oct. 20, 2020, 9:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,36792393092,"May 5, 2025, 10:14 a.m.",24629
ZTF20abwtifz,48.39875,-2.151769,2020afhd,TDE,19.990,,TDE,0.027,None,None,None,"ZTF20abwtifz, ATLAS24btc, Gaia24awm","Oct. 20, 2020, 9:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,36792393092,"May 5, 2025, 10:14 a.m.",24629
ZTF20abisysx,254.55404,2.117511,2020nov,TDE,19.674,,TDE,0.084,None,None,None,"ZTF20abisysx, PS20ggg, ATLAS20vfv, Gaia20duz","June 27, 2020, 5:34 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan...",ZTF,56029228989,"May 5, 2025, 10:14 a.m.",24587
ZTF20abgwfek,230.33371,14.069589,2020neh,TDE,20.760,,TDE,0.062,None,None,None,"ZTF20abgwfek, ATLAS20qkz, Gaia20cxg, PS20elo","June 19, 2020, 6:06 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,59574906061,"May 5, 2025, 10:14 a.m.",24590
ZTF20abfcszi,7.80650,85.008861,2020mot,TDE,19.674,,TDE,0.07,None,None,None,"ZTF20abfcszi, Gaia20ead","June 14, 2020, 9:27 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan...",ZTF,65502511988,"May 5, 2025, 10:14 a.m.",24593
ZTF20aajcmkk,189.73492,33.165911,2019vcb,TDE,19.020,,TDE,0.089,None,None,None,"ZTF19acspeuw, Gaia19feb, ATLAS19bcyz","Nov. 15, 2019, 1:14 p.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,58742908507,"May 5, 2025, 10:14 a.m.",24596
ZTF20aahmtso,109.58658,33.9948822375,2022gri,TDE,18.230,,TDE,0.028,None,None,None,"ZTF20aahmtso, PS22nfs, ATLAS23doq","April 3, 2022, 3:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,63468079387,"May 5, 2025, 10:14 a.m.",24380
ZTF20aahmtso,109.58658,33.9948822375,2022gri,TDE,18.230,,TDE,0.028,None,None,None,"ZTF20aahmtso, PS22nfs, ATLAS23doq","April 3, 2022, 3:46 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,63468079387,"May 5, 2025, 10:14 a.m.",24380
ZTF20aabqihu,232.89567,33.09485168,2020pj,TDE,19.710,,TDE,0.068,None,None,None,"ZTF20aabqihu, ATLAS20cab","Jan. 2, 2020, 12:13 p.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,59885990573,"May 5, 2025, 10:14 a.m.",24452
ZTF19acspeuw,189.73492,33.165911,2019vcb,TDE,19.020,,TDE,0.089,None,None,None,"ZTF19acspeuw, Gaia19feb, ATLAS19bcyz","Nov. 15, 2019, 1:14 p.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,58742908507,"May 5, 2025, 10:14 a.m.",24596
ZTF19accmaxo,284.77291,47.518239428571,2019teq,TDE,19.540,,TDE,0.0878,None,None,None,ZTF19accmaxo,"Oct. 20, 2019, 2:47 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,54807802040,"May 5, 2025, 10:14 a.m.",24599
ZTF19abzrhgq,71.65783,-10.226361,2019qiz,TDE,17.818,,TDE,0.0151,None,None,None,"ZTF19abzrhgq, ATLAS19vfr, Gaia19eks, PS19gdd","Sept. 19, 2019, 11:59 a.m.","Jan. 26, 2025, 7:40 a.m.",ALeRCE,F. Forster on behalf of the ALeRCE broker,ZTF,37500902316,"May 5, 2025, 10:14 a.m.",24602
ZTF19abidbya,347.80127,-1.00297512304,2019lwu,TDE,19.400,,TDE,0.117,None,None,None,"ZTF19abidbya, ATLAS19rnz, PS19ega","July 24, 2019, 10:01 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,49496976562,"May 5, 2025, 10:14 a.m.",24605
ZTF19aavxfib,196.66427,-1.5484498,2019gte,TDE,19.190,,TDE,0.086,None,None,None,"ZTF19aavxfib, ATLAS19omw","May 31, 2019, 6:04 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,43146040449,"May 5, 2025, 10:14 a.m.",24608
ZTF19aarioci,212.42450,55.491139,2019ehz,TDE,18.490,,TDE,0.074,None,None,None,"Gaia19bpt, ZTF19aarioci","April 29, 2019, 6:50 a.m.","Jan. 26, 2025, 7:40 a.m.",GaiaAlerts,"A. Delgado, D. Harrison, S. Hodgkin, M. van Leeuwen, G. Rixon, A. Yoldas (U...",GaiaAlerts,57302309204,"May 5, 2025, 10:14 a.m.",24533
ZTF19aapreis,314.26239,14.2044063,2019dsg,TDE,18.880,,TDE,0.0512,None,None,None,"ZTF19aapreis, ATLAS19klx","April 9, 2019, 11:09 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,55284375832,"May 5, 2025, 10:14 a.m.",24536
ZTF19aaniqrr,282.16447,51.0135177737,2019cmw,TDE,19.330,,TDE,0.519,None,None,None,"ZTF19aaniqrr, ATLAS19kel, PS19cws","March 25, 2019, 12:16 p.m.","July 11, 2025, 10 a.m.",ZTF,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. ...",ZTF,52910137124,"July 12, 2025, 12:10 a.m.",505609
ZTF19aakswrb,227.31656,16.2395896,2019bhf,TDE,20.480,,TDE,0.1206,None,None,None,ZTF19aakswrb,"Feb. 12, 2019, 1:04 p.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,59582392208,"May 5, 2025, 10:14 a.m.",24539
ZTF19aabbnzo,105.82770,23.029083,2018lna,TDE,20.450,,TDE,0.091,None,None,None,ZTF19aabbnzo,"Dec. 28, 2018, 6:50 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,63101886887,"May 5, 2025, 10:14 a.m.",24545
ZTF18acpdvos,151.71196,1.69279894089,2018hyz,TDE,16.400,,TDE,0.04573,None,None,None,"ASASSN-18zj, ZTF18acpdvos, ATLAS18bafs","Nov. 6, 2018, 3:21 p.m.","Jan. 26, 2025, 7:40 a.m.",ASAS-SN,"J. Brimacombe, K. Z. Stanek, for the ASAS-SN team",ASAS-SN,60790412841,"May 5, 2025, 10:14 a.m.",24554
ZTF18acpdvos,151.71196,1.69279894089,2018hyz,TDE,16.400,,TDE,0.04573,None,None,None,"ASASSN-18zj, ZTF18acpdvos, ATLAS18bafs","Nov. 6, 2018, 3:21 p.m.","Jan. 26, 2025, 7:40 a.m.",ASAS-SN,"J. Brimacombe, K. Z. Stanek, for the ASAS-SN team",ASAS-SN,60790412841,"May 5, 2025, 10:14 a.m.",24554
ZTF18achzddr,123.32061,22.648343,2019azh,TDE,16.200,,TDE,0.022,None,None,None,"ASASSN-19dj, ZTF17aaazdba, Gaia19bvo, ZTF18achzddr","Feb. 22, 2019, 12:28 a.m.","Jan. 26, 2025, 7:40 a.m.",ASAS-SN,"K. Z. Stanek, for the ASAS-SN team",ASAS-SN,63764800580,"May 5, 2025, 10:14 a.m.",24542
ZTF18acaqdaa,262.01638,30.692061,2018iih,TDE,18.303,,TDE,0.212,None,None,None,"ATLAS18yzs, ZTF18acaqdaa, Gaia18dpo","Nov. 9, 2018, 4:42 a.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, A. Heinze, H. Weiland, H. Flewelling (IfA, University...",ATLAS,56364458818,"May 5, 2025, 10:14 a.m.",24551
ZTF18abxnvoz,352.79971,22.2589455206,2024pvu,TDE,18.918,,TDE,0.048,None,None,None,"ZTF18abxnvoz, GOTO24erd, ZTF24abiqyej, PS21oqk","July 10, 2024, 10:41 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"Kate Bostow (UC Berkeley), Jesper Sollerman (SU), Christoffer Fremling (Cal...",ZTF,52538852717,"May 5, 2025, 10:14 a.m.",24368
ZTF18abxftqm,16.89015,23.4761884,2018hco,TDE,18.823,,TDE,0.09,None,None,None,"ATLAS18way, ZTF18abxftqm","Oct. 4, 2018, 12:28 p.m.","Jan. 26, 2025, 7:40 a.m.",ATLAS,"J. Tonry, L. Denneau, A. Heinze, H. Weiland, H. Flewelling (IfA, University...",ATLAS,67407888422,"May 5, 2025, 10:14 a.m.",24557
ZTF18aahqkbt,123.86092,45.592208,2018bsi,TDE,18.190,,TDE,0.051,None,None,None,ZTF18aahqkbt,"April 9, 2018, 5:05 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"C. Fremling (Caltech), K. Taggart (LJMU) on behalf of the Zwicky Transient ...",ZTF,63531897410,"May 5, 2025, 10:14 a.m.",24566
ZTF18aahqkbt,123.86092,45.592208,2018bsi,TDE,18.190,,TDE,0.051,None,None,None,ZTF18aahqkbt,"April 9, 2018, 5:05 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,"C. Fremling (Caltech), K. Taggart (LJMU) on behalf of the Zwicky Transient ...",ZTF,63531897410,"May 5, 2025, 10:14 a.m.",24566
ZTF18aabuoxd,166.97013,44.3624961,2018mli,TDE,20.090,,TDE-H-He,0.076,None,None,None,ZTF18aabuoxd,"April 9, 2018, 5:58 a.m.","Jan. 26, 2025, 7:40 a.m.",ZTF,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) coll...,ZTF,63940593041,"May 5, 2025, 10:14 a.m.",24455
ZTF18aabtxvd,119.22724,34.2621136415,2018zr,TDE,18.630,,TDE,0.071,None,None,None,"PS18kh, ATLAS18nej","March 2, 2018, 7:48 a.m.","Jan. 26, 2025, 7:40 a.m.",Pan-STARRS,"K. C. Chambers, M. E. Huber, H. Flewelling, E. A. Magnier, A. Schultz, T. L...",Pan-STARRS,63447134889,"May 5, 2025, 10:14 a.m.",24485
