,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid,flux,timedays,simulated_flux,simulated_mag,original_mag
0,1648111100010852,59450408,2458349.006320783,58348.5040856,16.7892761,0.022294566,32768,zg,23.5118892,30.7224618,3.125,0.216999993,20180818504028,1648,0xb,0x1,21.2399998,26.3316517,0.0635121539,-0.0430475399,5.00123715e-05,30,1.00999999,2,0.6986980963638321,58348.5040856,0.6986980963638321,16.789276100000002,16.789276100000002
1,1648111100010852,60641701,2458360.920218215,58360.4170139,16.9749756,0.0236896072,0,zg,23.5119111,30.7224607,2.32399988,0.147,20180830417002,1648,0xb,0x1,19.8299999,26.3569851,0.0375153534,-0.0240352936,3.44107175e-05,30,1.01800001,2,0.5888568887234873,58360.4170139,0.5888568887234873,16.9749756,16.9749756
2,1648111100010852,60745771,2458361.961003603,58361.4577199,16.9482117,0.0234740507,0,zg,23.511905,30.7224696,1.34899998,0.0219999999,20180831457708,1648,0xb,0x1,19.9799995,26.3670502,0.0353372395,-0.0128533402,2.78814805e-05,30,1.00300002,2,0.6035528708195845,58361.4577199,0.6035528708195845,16.948211699999995,16.948211699999995
3,1648111100010852,60938032,2458363.883751903,58363.3803241,16.9337215,0.0233594608,0,zg,23.5119154,30.7224431,2.62800002,0.360000014,20180902380312,1648,0xb,0x1,20.7000008,26.3165321,0.033636082,-0.0406800881,1.63180557e-05,30,1.05999994,2,0.6116618585435813,58363.3803241,0.6116618585435813,16.933721499999997,16.933721499999997
4,1648111100010852,61043229,2458364.935796923,58364.4322917,16.9869957,0.0237880982,0,zg,23.5119077,30.7224804,2.99699998,0.135000005,20180903432257,1648,0xb,0x1,20.5699997,26.2900658,0.0341001116,-0.0296118446,1.74330544e-05,30,1.00300002,2,0.5823736543988041,58364.4322917,0.5823736543988041,16.9869957,16.9869957
5,1648111100010852,61345657,2458367.9602958933,58367.4565741,16.890873,0.0230291486,0,zg,23.5118732,30.7224259,3.14100003,0.453999996,20180906456551,1648,0xb,0x1,21.5200005,26.4983101,0.0557458252,-0.0324884057,3.83903862e-05,30,1.01100004,2,0.6362837031671708,58367.4565741,0.6362837031671708,16.890872999999992,16.890872999999992
6,1648111100010852,61842891,2458372.932969206,58372.428912,16.7890701,0.022293143,32768,zg,23.511889,30.722429,2.671,0.218999997,20180911428900,1648,0xb,0x1,21.3899994,26.4280682,0.092424266,-0.0372199789,0.000103706829,30,1.00399995,2,0.6988306750347759,58372.428912,0.6988306750347759,16.789070099999996,16.789070099999996
7,1648111100010852,62432915,2458378.8335737577,58378.3291551,16.8637123,0.0228262059,0,zg,23.5119117,30.7224289,2.28399992,0.307999998,20180917329144,1648,0xb,0x1,21.5,26.4748821,0.0547133684,-0.0500026383,3.6703932e-05,30,1.08200002,2,0.6524016939379773,58378.3291551,0.6524016939379773,16.863712299999996,16.863712299999996
8,1648111100010852,63030333,2458384.808073948,58384.3033333,17.0856667,0.0246375799,0,zg,23.5119007,30.7224329,2.83299994,0.393000007,20180923303322,1648,0xb,0x1,20.4699993,26.3384476,0.0381377861,-0.0621075183,2.47953703e-05,30,1.10599995,2,0.5317816166832179,58384.3033333,0.5317816166832179,17.085666699999997,17.085666699999997
9,1648111100010852,63140233,2458385.9071328165,58385.402338,16.994524,0.0238503199,0,zg,23.5119184,30.7224263,2.96199989,0.344000012,20180924402326,1648,0xb,0x1,20.1800003,26.353548,0.0370484702,-0.0396980643,2.77453692e-05,30,1.00800002,2,0.5783495473313259,58385.402338,0.5783495473313259,16.994524000000006,16.994524000000006
