Unnamed: 0,d:cdsxmatch,d:mulens,d:nalerthist,d:rf_kn_vs_nonkn,d:rf_snia_vs_nonia,d:roid,d:snn_sn_vs_all,d:snn_snia_vs_nonia,i:aimage,i:aimagerat,i:bimage,i:bimagerat,i:candid,i:chinr,i:chipsf,i:classtar,i:clrcoeff,i:clrcounc,i:clrmed,i:clrrms,i:dec,i:decnr,i:diffmaglim,i:distnr,i:distpsnr1,i:distpsnr2,i:distpsnr3,i:drb,i:drbversion,i:dsdiff,i:dsnrms,i:elong,i:exptime,filtercode,i:field,i:fink_broker_version,i:fink_science_version,i:fwhm,i:isdiffpos,mjd,i:jdendhist,i:jdendref,i:jdstarthist,i:jdstartref,i:magap,i:magapbig,i:magdiff,i:magfromlim,i:maggaia,i:maggaiabright,i:magnr,mag,i:magzpsci,i:magzpscirms,i:magzpsciunc,i:mindtoedge,i:nbad,i:ncovhist,i:ndethist,i:neargaia,i:neargaiabright,i:nframesref,i:nid,i:nmatches,i:nmtchps,i:nneg,i:objectId,i:objectidps1,i:objectidps2,i:objectidps3,i:pdiffimfilename,i:pid,i:programid,i:programpi,i:publisher,i:ra,i:ranr,i:rb,i:rbversion,i:rcid,i:rfid,i:schemavsn,i:scorr,i:seeratio,i:sgmag1,i:sgmag2,i:sgmag3,i:sgscore1,i:sgscore2,i:sgscore3,i:sharpnr,i:sigmagap,i:sigmagapbig,i:sigmagnr,i:sigmapsf,i:simag1,i:simag2,i:simag3,i:sky,i:srmag1,i:srmag2,i:srmag3,i:ssdistnr,i:ssmagnr,i:ssnamenr,i:ssnrms,i:sumrat,i:szmag1,i:szmag2,i:szmag3,i:tblid,i:tooflag,i:xpos,i:ypos,i:zpclrcov,i:zpmed,d:DR3Name,d:Plx,d:anomaly_score,d:blazar_stats_m0,d:blazar_stats_m1,d:blazar_stats_m2,d:delta_time,d:e_Plx,d:from_upper,d:gaiaClass,d:gaiaVarFlag,d:gcvs,d:jd_first_real_det,d:jdstarthist_dt,d:lc_features_g,d:lc_features_r,d:lower_rate,d:mag_rate,d:mangrove_2MASS_name,d:mangrove_HyperLEDA_name,d:mangrove_ang_dist,d:mangrove_lum_dist,d:sigma_rate,d:spicy_class,d:spicy_id,d:tns,d:upper_rate,d:vsx,d:x3hsp,d:x4lac,d:is_transient,d:slsn_score,d:tracklet,v:classification,v:rate,v:sigma(rate),v:g-r,v:sigma(g-r),v:rate(g-r),v:sigma(rate(g-r)),v:lastdate,v:firstdate,v:lapse,v:constellation,flux,timedays,simulated_flux,simulated_mag,original_mag
47,Seyfert_1,0,14,0,0,0,0,0,0.8210000000000001,0.2648387,0.748,0.24129032,1589379594415010000,1.872,37.771984,0.999,-0.053445,5.3197e-06,0.524,0.266498,6.0648695,6.0648804,20.696764,0.07238291,0.07427957,2.3797581,6.1890736,0.99997586,d6_m7,-87.29275,75.08962,1.0975935,30,zg,482,1.4,0.5.1,3.1,f,2459343.8795949,2459343.8795949,2458343.66897,2458249.8303588,2458203.917662,17.344,17.34,-0.003284,3.3527634,16.547783,-999,16.301,17.347284,26.262283,0.028619,2.3851000000000003e-06,776.2071,0,545,391,0.074783556,-999,15,1589,1631,12,0,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210509379595_000482_zg_c12_o_q1_scimrefdiffimg.fits,1589379594415,1,Kulkarni,Fink,244.4401506,244.4401678,0.93285716,t17_f5_c3,44,482120144,3.3,37.7142028809,0.8346369,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0224,0.0265,0.028,0.057746395,16.009,-999,-999,0.08206847,15.8985,-999,-999,-999,-999,,162.38237,1.0,15.7718,19.101,20.5085,0,0,2296.293,1146.5566,-3.27e-06,26.233,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0085766756,0.0359308709,,,,,2021-05-09 09:06:36.999,2018-05-11 07:55:43.000,1094.0492361002,Hercules,0.4179134994894362,42.0,17.38212606450694,13.299742761661271,17.347283999999995
48,Seyfert_1,0,16,0,0,0,0,0,0.921,0.21368909,0.856,0.19860789,1591394584415010008,1.872,14.477768,0.983,-0.0580969999999999,5.7566e-06,0.524,0.266794,6.0648744,6.0648804,20.64673,0.027804108,0.07340754,2.332835,6.2339497,0.9999926,d6_m7,-81.57862,102.47898,1.0759345,30,zg,482,1.4,0.5.1,4.31,f,2459345.8945833,2459345.8945833,2458343.66897,2458249.8303588,2458203.917662,17.3113,17.29,-0.0256239999999999,3.335431,16.547783,-999,16.301,17.336924,26.317924,0.030156,2.5817e-06,770.4659,0,548,394,0.0723436,-999,15,1591,1633,12,0,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210511394572_000482_zg_c12_o_q1_scimrefdiffimg.fits,1591394584415,1,Kulkarni,Fink,244.4401634,244.4401678,0.9057143,t17_f5_c3,44,482120144,3.3,28.4278144836,0.6339249,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0215,0.025,0.028,0.041697152,16.009,-999,-999,-0.09057193,15.8985,-999,-999,-999,-999,,184.0576,1.0,15.7718,19.101,20.5085,8,0,2302.0342,1124.7415,-3.54e-06,26.288,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0051414688,0.0353486362,0.395434,0.0725378365,-0.0004836837,0.0251276811,2021-05-11 09:28:11.997,2018-05-11 07:55:43.000,1096.0642245002,Hercules,0.4219202793574669,44.0,16.277751966979476,13.371013933467973,17.336924000000003
49,Seyfert_1,0,17,0,0,0,0,0,0.798,0.23333333,0.744,0.21754386,1595382364415010008,1.872,20.571838,0.983,-0.072911,4.372000000000001e-06,0.527,0.266999,6.0648699,6.0648804,21.001373,0.09240865,0.091402285,2.401795,6.166834,0.99998784,d6_m7,-102.02786,164.9054,1.0725807,30,zg,482,1.4,0.5.1,3.42,f,2459349.8823611,2459349.8823611,2458343.66897,2458249.8303588,2458203.917662,17.3244,17.2992,0.0065559999999999,3.6769733,16.547783,-999,16.301,17.317844,26.338844,0.029803,1.9675e-06,764.5648,0,552,396,0.09236111,-999,15,1595,1634,12,1,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210515382361_000482_zg_c12_o_q1_scimrefdiffimg.fits,1595382364415,1,Kulkarni,Fink,244.4401444,244.4401678,0.92142856,t17_f5_c3,44,482120144,3.3,22.1780967712,0.73994464,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.019,0.0215,0.028,0.04569144,16.009,-999,-999,-0.03388792,15.8985,-999,-999,-999,-999,,266.93326,1.0,15.7718,19.101,20.5085,8,0,2307.9353,1120.7874,-2.69e-06,26.3,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0047846196,0.015511792,0.408176,0.0705004761,0.0031952633,0.0253659118,2021-05-15 09:10:35.999,2018-05-11 07:55:43.000,1100.0520023,Hercules,0.4294003558438616,48.0,15.2671274348265,13.440606673331589,17.317844
50,Seyfert_1,0,17,0,0,0,0,0,0.856,0.32180452,0.764,0.28721803,1604399624415010004,1.872,5.8771152,0.984,-0.0285309999999999,2.38108e-05,0.485,0.21518,6.0648545,6.0648804,19.304728,0.09552871,0.013814835,2.3489504,6.2274895,0.9999969,d6_m7,-26.460476,25.563595,1.1204189,30,zg,482,1.4,0.5.1,2.66,f,2459358.8996296,2459358.8996296,2458343.66897,2458249.8303588,2458203.917662,17.3659,17.3896,0.0624179999999999,1.9388268,16.547783,-999,16.301,17.303482,26.299482,0.037992,8.2619e-06,791.8225,0,559,403,0.015970817,-999,15,1604,1275,12,0,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210524399630_000482_zg_c12_o_q1_scimrefdiffimg.fits,1604399624415,1,Kulkarni,Fink,244.4401605,244.4401678,0.95285714,t17_f5_c3,44,482120144,3.3,34.517364502,1.0392437,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0604,0.0786,0.028,0.04916205,16.009,-999,-999,0.08580261,15.8985,-999,-999,-999,-999,,52.02407,1.0,15.7718,19.101,20.5085,4,0,2280.6775,1182.7225,-1.306e-05,26.284,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0015927218,0.0074430996,0.430757,0.07201316,0.0025041951,0.0111761156,2021-05-24 09:35:27.997,2018-05-11 07:55:43.000,1109.0692707999,Hercules,0.4351181506882604,57.0,13.475906093054864,13.576105060161211,17.303481999999995
51,Seyfert_1,0,18,0,0,0,0,0,0.621,0.23258427,0.5700000000000001,0.21348314,1607329364415010006,1.872,22.553612,1.0,-0.0533849999999999,2.19032e-05,0.487,0.2199829999999999,6.0648872,6.0648804,19.403362,0.024259185,0.119884394,2.3163261,6.2458234,0.9998381,d6_m7,-22.24243,31.251154,1.0894737,30,zg,482,1.4,0.5.1,2.67,f,2459361.8293634,2459361.8293634,2458343.66897,2458249.8303588,2458203.917662,17.3703,17.2884,0.024324,2.0330625,16.547783,-999,16.301,17.345976,26.420977,0.040021,7.803600000000001e-06,779.045,0,561,405,0.11848262,-999,15,1607,1381,12,4,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210527329363_000482_zg_c12_o_q1_scimrefdiffimg.fits,1607329364415,1,Kulkarni,Fink,244.4401673,244.4401678,0.8971427999999999,t17_f5_c3,44,482120144,3.3,33.768825531,0.8647016999999999,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0658,0.0778,0.028,0.05941163,16.009,-999,-999,-0.7852532999999999,15.8985,-999,-999,-999,-999,,53.493584,0.9245215,15.7718,19.101,20.5085,6,0,2293.455,1140.5597,-1.215e-05,26.392,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0145043894,0.0263213396,,,,,2021-05-27 07:54:16.998,2018-05-11 07:55:43.000,1111.9990046001,Hercules,0.4184172685023088,60.0,10.342452855629244,13.863441125219808,17.345976
52,Seyfert_1,0,19,0,0,0,0,0,0.8270000000000001,0.3281746,0.743,0.29484126,1609276344415010008,1.872,19.621954,1.0,-0.064217,9.5712e-06,0.512,0.249219,6.0648798,6.0648804,19.946259,0.047069572,0.09934937,2.36381,6.2008476,0.99999034,d6_m7,-48.507225,35.706085,1.1130552,30,zg,482,1.4,0.5.1,2.52,f,2459363.7763426,2459363.7763426,2458343.66897,2458249.8303588,2458203.917662,17.3461,17.3256,0.029396,2.6001586999999997,16.547783,-999,16.301,17.316704,26.390703,0.034454,3.9533e-06,775.3904,0,563,407,0.098977074,-999,15,1609,1566,12,1,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210529276343_000482_zg_c12_o_q1_scimrefdiffimg.fits,1609276344415,1,Kulkarni,Fink,244.4401544,244.4401678,0.96,t17_f5_c3,44,482120144,3.3,35.94713974,1.0906148,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0349,0.0428,0.028,0.048153684,16.009,-999,-999,0.644945,15.8985,-999,-999,-999,-999,,84.21331,1.0,15.7718,19.101,20.5085,8,0,2297.1096,1146.5461,-5.67e-06,26.357,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0150345725,0.0392791104,0.4470289999999999,0.0672686515,0.0033366737,0.020207102,2021-05-29 06:37:56.001,2018-05-11 07:55:43.000,1113.9459838001,Hercules,0.4298514538954923,62.0,9.536442778095276,13.951533981986934,17.31670400000001
53,Seyfert_1,0,19,0,0,0,0,0,0.861,0.24884392,0.78,0.22543353,1611333784415010009,1.872,16.729223,0.985,-0.044134,8.2405e-06,0.523,0.264301,6.06487,6.0648804,20.314133,0.041668735,0.060620826,2.3114314,6.2572656,0.99999,d6_m7,-64.56459,63.375584,1.1038462,30,zg,482,1.4,0.5.1,3.46,f,2459365.8337847,2459365.8337847,2458343.66897,2458249.8303588,2458203.917662,17.3388,17.3117,0.01808,2.9753335,16.547783,-999,16.301,17.32072,26.31472,0.032733,3.6482e-06,774.1267,0,565,409,0.058801144,-999,15,1611,1625,12,0,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210531333785_000482_zg_c12_o_q1_scimrefdiffimg.fits,1611333784415,1,Kulkarni,Fink,244.4401697,244.4401678,0.92714286,t17_f5_c3,44,482120144,3.3,31.3337554932,0.7896578999999999,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0269,0.032,0.028,0.05727005,16.009,-999,-999,-0.08612075,15.8985,-999,-999,-999,-999,,127.94017,1.0,15.7718,19.101,20.5085,9,0,2298.3733,1137.8948,-5.03e-06,26.29,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0019519383,0.0363675036,,,,,2021-05-31 08:00:38.998,2018-05-11 07:55:43.000,1116.0034258999,Hercules,0.4282644250088079,64.0,9.039133412096763,14.009683009094928,17.32072
54,Seyfert_1,0,19,0,0,0,0,0,0.729,0.31021276,0.673,0.28638297,1613293874415010009,1.872,19.288177,0.984,-0.0624529999999999,5.7571e-06,0.523,0.264995,6.0648836,6.0648804,20.659752,0.11165229,0.1467821,2.428508,6.134787,0.9999685,d6_m7,-72.64479,118.140396,1.0832095,30,zg,482,1.4,0.5.1,2.35,f,2459367.7938773,2459367.7938773,2458343.66897,2458249.8303588,2458203.917662,17.3369,17.3244,0.0047989999999999,3.322852,16.547783,-999,16.301,17.332102,26.245102,0.030563,2.5615e-06,758.3789,0,567,411,0.14740397,-999,15,1613,1633,12,2,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210602293877_000482_zg_c12_o_q1_scimrefdiffimg.fits,1613293874415,1,Kulkarni,Fink,244.4401361,244.4401678,0.94857144,t17_f5_c3,44,482120144,3.3,19.6131076813,1.0564852,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0234,0.0276,0.028,0.046985835,16.009,-999,-999,0.1515511,15.8985,-999,-999,-999,-999,,190.78519,0.9985987,15.7718,19.101,20.5085,9,0,2314.121,1135.7168,-3.52e-06,26.212,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0058068685,0.037793034,0.4261879999999999,0.0696559949,-0.0051875096,0.0241031052,2021-06-02 07:03:10.999,2018-05-11 07:55:43.000,1117.9635184999,Hercules,0.4237982899738263,66.0,8.574357183580117,14.066996072407868,17.332102
55,Seyfert_1,0,20,0,0,0,0,0,0.781,0.23453453,0.679,0.2039039,1615372914415010010,1.872,14.783423,0.983,-0.0478559999999999,4.8952e-06,0.523,0.265626,6.0648715,6.0648804,20.753918,0.07702937,0.08489691,2.3871107,6.1808386,0.9999987,d6_m7,-76.05112,142.30725,1.1502209,30,zg,482,1.4,0.5.1,3.33,f,2459369.8729167,2459369.8729167,2458343.66897,2458249.8303588,2458203.917662,17.2986,17.2944,0.0023049999999999,3.4553177,16.547783,-999,16.301,17.296295,26.305296,0.026944,2.1839e-06,779.4564,0,569,413,0.08539922,-999,15,1615,1634,12,1,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210604372917_000482_zg_c12_o_q1_scimrefdiffimg.fits,1615372914415,1,Kulkarni,Fink,244.4401484,244.4401678,0.9071429,t17_f5_c3,44,482120144,3.3,19.9362449646,0.72934926,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0215,0.0255,0.028,0.044327863,16.009,-999,-999,-0.2193581,15.8985,-999,-999,-999,-999,,218.35837,1.0,15.7718,19.101,20.5085,10,0,2293.0437,1115.8013,-3e-06,26.28,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0172228578,0.0310700621,,,,,2021-06-04 08:57:00.003,2018-05-11 07:55:43.000,1120.0425578998,Hercules,0.4380079568834848,68.0,8.160629373415869,14.120690864493676,17.296295000000008
56,Seyfert_1,0,20,0,0,0,0,0,0.842,0.15506446,0.781,0.14383057,1617365864415010010,1.872,29.120106,0.99,-0.0684,4.5588e-06,0.523,0.2659809999999999,6.0648524,6.0648804,20.850965,0.12354218,0.059821412,2.395287,6.1822147,0.9994392,d6_m7,-98.66216,86.45971,1.078105,30,zg,482,1.4,0.5.1,5.43,f,2459371.8658681,2459371.8658681,2458343.66897,2458249.8303588,2458203.917662,17.3112,17.302,-0.009037,3.5397646,16.547783,-999,16.301,17.320236,26.336237,0.029286,2.0356e-06,760.0712,0,576,420,0.06215941,-999,15,1617,1633,12,5,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210606365868_000482_zg_c12_o_q1_scimrefdiffimg.fits,1617365864415,1,Kulkarni,Fink,244.4401477,244.4401678,0.7828571,t17_f5_c3,44,482120144,3.3,25.1557884216,0.4515698999999999,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0204,0.0238,0.028,0.05031129,16.009,-999,-999,-0.05560171,15.8985,-999,-999,-999,-999,,185.12187,0.978216,15.7718,19.101,20.5085,10,0,2312.4287,1129.3041,-2.79e-06,26.3,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0120128368,0.0336453766,0.391236,0.0760076613,-0.0085835164,0.0253187297,2021-06-06 08:46:51.004,2018-05-11 07:55:43.000,1122.0355093,Hercules,0.428455379485913,70.0,7.75276627390578,14.17635827175527,17.320236
57,Seyfert_1,0,18,0,0,0,0,0,0.672,0.28474575,0.608,0.25762713,1623336234415010010,1.872,37.024384,0.991,-0.064252,4.5208e-06,0.527,0.26727,6.0648831,6.0648804,20.79022,0.025371827,0.10498387,2.3359995,6.2274947,0.9999418,d6_m7,-82.032166,112.28134,1.1052631,30,zg,482,1.4,0.5.1,2.36,f,2459377.8362384,2459377.8362384,2458343.66897,2458249.8303588,2458203.917662,17.3937,17.3722,0.020544,3.396521,16.547783,-999,16.301,17.373156,26.374157,0.028669,2.0389e-06,764.6937,0,585,429,0.103958085,-999,15,1623,1632,12,4,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210612336227_000482_zg_c12_o_q1_scimrefdiffimg.fits,1623336234415,1,Kulkarni,Fink,244.440162,244.4401678,0.9128571,t17_f5_c3,44,482120144,3.3,34.7704429626,1.0180461,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0229,0.0267,0.028,0.06448145,16.009,-999,-999,0.0194021,15.8985,-999,-999,-999,-999,,194.3135,0.99563444,15.7718,19.101,20.5085,10,0,2307.8064,1141.3828,-2.79e-06,26.339,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0088637718,0.0136987845,,,,,2021-06-12 08:04:10.998,2018-05-11 07:55:43.000,1128.0058796001,Hercules,0.4080727549566515,76.0,7.361218367784741,14.232625747235469,17.373156
58,Seyfert_1,0,19,0,0,0,0,0,0.714,0.30126584,0.666,0.28101265,1625295564415010009,1.872,24.315786,0.984,-0.052131,6.3596e-06,0.523,0.266298,6.0648711,6.0648804,20.542858,0.052157592,0.06574804,2.35364,6.2145185,0.99995613,d6_m7,-73.01966,66.97741,1.072072,30,zg,482,1.4,0.5.1,2.37,f,2459379.7955671,2459379.7955671,2458343.66897,2458249.8303588,2458203.917662,17.373,17.373,0.0262589999999999,3.169858,16.547783,-999,16.301,17.34674,26.24574,0.03049,2.8425000000000003e-06,759.889,0,587,431,0.065489724,-999,15,1625,1634,12,6,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210614295567_000482_zg_c12_o_q1_scimrefdiffimg.fits,1625295564415,1,Kulkarni,Fink,244.4401578,244.4401678,0.92285717,t17_f5_c3,44,482120144,3.3,24.9156036377,1.0432675,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.026,0.0314,0.028,0.051897794,16.009,-999,-999,-1.7985289999999998,15.8985,-999,-999,-999,-999,,139.99707,0.9873862,15.7718,19.101,20.5085,9,0,2312.611,1128.1945,-3.9e-06,26.2185,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0134821687,0.0422451873,,,,,2021-06-14 07:05:36.997,2018-05-11 07:55:43.000,1129.9652082999,Hercules,0.4181229443868024,78.0,6.399235840147858,14.38467970965798,17.346740000000004
59,Seyfert_1,0,18,0,0,0,0,0,0.706,0.32237443,0.64,0.29223743,1627294104415010008,1.872,15.510279,1.0,-0.026063,1.30193e-05,0.512,0.251554,6.0648796,6.0648804,19.891306,0.02437321,0.09282068,2.340262,6.2244825,0.99998516,d6_m7,-38.666954,43.69484,1.103125,30,zg,482,1.4,0.5.1,2.19,f,2459381.7941088,2459381.7941088,2458343.66897,2458249.8303588,2458203.917662,17.4461,17.4843,0.063609,2.445206,16.547783,-999,16.301,17.38249,25.71949,0.036501,5.4239e-06,772.8533,0,588,432,0.09189968,-999,15,1627,1565,12,2,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210616294109_000482_zg_c12_o_q1_scimrefdiffimg.fits,1627294104415,1,Kulkarni,Fink,244.440161,244.4401678,0.93,t17_f5_c3,44,482120144,3.3,44.7229766846,1.1657411,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0448,0.0574,0.028,0.0788291,16.009,-999,-999,-0.4484785,15.8985,-999,-999,-999,-999,,82.36179,1.0,15.7718,19.101,20.5085,8,0,2299.6467,1121.4344,-7.74e-06,25.705,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0178880431,0.0472239662,0.3376429999999999,0.1106126814,-0.0053980359,0.0135180064,2021-06-16 07:03:31.000,2018-05-11 07:55:43.000,1131.9637500001,Hercules,0.4045796179962716,80.0,6.102677020441389,14.436199035354214,17.382489999999997
60,Seyfert_1,0,20,0,0,0,0,0,0.773,0.35458717,0.68,0.3119266,1633328694415010007,1.872,1.347837,0.995,-0.029265,4.08673e-05,0.478,0.204536,6.0648894,6.0648804,18.996237,0.03780807,0.12735881,2.3292086,6.2322664,0.99997646,d6_m7,-19.245607,15.306451,1.1367648,30,zg,482,1.4,0.5.1,2.18,f,2459387.8286921,2459387.8286921,2458343.66897,2458249.8303588,2458203.917662,17.3907,17.4342,0.077224,1.6055365,16.547783,-999,16.301,17.313477,26.222475,0.043029,1.35798e-05,805.5873,0,595,438,0.12620427,-999,15,1633,1062,12,2,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210622328634_000482_zg_c12_o_q1_scimrefdiffimg.fits,1633328694415,1,Kulkarni,Fink,244.4401636,244.4401678,0.94857144,t17_f5_c3,44,482120144,3.3,17.6351680756,1.1879882,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0864,0.115,0.028,0.050577775,16.009,-999,-999,-1.903072,15.8985,-999,-999,-999,-999,,34.55206,1.0,15.7718,19.101,20.5085,7,0,2266.9126,1118.1154,-2.202e-05,26.206,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0114362495,0.0155204907,0.351547,0.0804992606,0.002304053,0.0226699763,2021-06-22 07:53:18.997,2018-05-11 07:55:43.000,1137.9983333,Hercules,0.4311309489314112,86.0,5.864050955064354,14.479505661483856,17.313477
61,Seyfert_1,0,18,0,0,0,0,0,0.949,0.31013072,0.8210000000000001,0.26830065,1639312894415010007,1.872,6.4251943,0.983,-0.0119429999999999,1.55444e-05,0.507,0.242166,6.0648221,6.0648804,19.846357,0.20763642,0.116852984,2.3285875,6.270226,0.9999837,d6_m7,-40.51254,46.02444,1.1559074,30,zg,482,1.4,0.5.1,3.06,f,2459393.8128935,2459393.8128935,2458343.66897,2458249.8303588,2458203.917662,17.314,17.2783,0.0153759999999999,2.5323577,16.547783,-999,16.301,17.298624,26.285624,0.037361,6.1826e-06,805.5065,0,600,443,0.11772273,-999,15,1639,1522,12,0,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210628312720_000482_zg_c12_o_q1_scimrefdiffimg.fits,1639312894415,1,Kulkarni,Fink,244.4401702,244.4401678,0.93714285,t17_f5_c3,44,482120144,3.3,29.5068149567,0.9306094,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0359,0.0434,0.028,0.037968583,16.009,-999,-999,-0.5026996,15.8985,-999,-999,-999,-999,,86.53698,1.0,15.7718,19.101,20.5085,7,0,2266.9934,1111.7982,-9.05e-06,26.279,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0024820354,0.0105683903,,,,,2021-06-28 07:30:33.998,2018-05-11 07:55:43.000,1143.9825347001,Hercules,0.4370693981574087,92.0,5.168300211845146,14.61663066837562,17.298623999999997
62,Seyfert_1,0,18,0,0,0,0,0,0.719,0.35594058,0.6890000000000001,0.3410891,1641274914415010008,1.872,8.735464,0.983,-0.029848,1.8334e-05,0.499,0.233505,6.0648696,6.0648804,19.61072,0.0863338,0.09073114,2.4018712,6.16689,0.9999763,d6_m7,-30.037031,26.171236,1.0435413,30,zg,482,1.4,0.5.1,2.02,f,2459395.774919,2459395.774919,2458343.66897,2458249.8303588,2458203.917662,17.2968,17.2805,-0.050759,2.31392,16.547783,-999,16.301,17.347559,25.413559,0.038847,6.9802000000000005e-06,762.2073,0,602,445,0.091745354,-999,15,1641,1461,12,2,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210630274919_000482_zg_c12_o_q1_scimrefdiffimg.fits,1641274914415,1,Kulkarni,Fink,244.4401444,244.4401678,0.93,t17_f5_c3,44,482120144,3.3,25.1972351074,1.2023431,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0515,0.0634,0.028,0.07135007,16.009,-999,-999,-0.6069374,15.8985,-999,-999,-999,-999,,56.208267,1.0,15.7718,19.101,20.5085,8,0,2310.2927,1115.4069,-1.047e-05,25.396,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,0.0249410622,0.0411939331,0.464275,0.1053215899,0.0141863555,0.016682423,2021-06-30 06:35:53.002,2018-05-11 07:55:43.000,1145.9445602,Hercules,0.4178076619401477,94.0,4.565041523687614,14.75138816940614,17.347558999999997
63,Seyfert_1,0,19,0,0,0,0,0,0.733,0.25017065,0.672,0.22935154,1643289804415010008,1.872,23.173689,0.984,-0.0473709999999999,6.3106e-06,0.524,0.266461,6.0648841,6.0648804,20.6861,0.030240828,0.109305985,2.3426085,6.220543,0.9999908,d6_m7,-88.60172,61.57769,1.0907738,30,zg,482,1.4,0.5.1,2.93,f,2459397.7898032,2459397.7898032,2458343.66897,2458249.8303588,2458203.917662,17.3389,17.3447,0.03221,3.3472004,16.547783,-999,16.301,17.30669,26.27969,0.0298419999999999,2.8302e-06,779.1102,0,604,447,0.10845009,-999,15,1643,1632,12,1,ZTF18aauylsc,115272444401818294,115272444407188429,115272444383858482,ztf_20210702289792_000482_zg_c12_o_q1_scimrefdiffimg.fits,1643289804415,1,Kulkarni,Fink,244.4401601,244.4401678,0.93285716,t17_f5_c3,44,482120144,3.3,18.3851833344,0.83686846,16.3563,-999,-999,0.16978,0.5,0.5,0.1,0.0232,0.0278,0.028,0.04635697,16.009,-999,-999,0.2302109,15.8985,-999,-999,-999,-999,,150.17941,1.0,15.7718,19.101,20.5085,8,0,2293.39,1114.05,-3.88e-06,26.254,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,Seyfert_1,-0.0202835478,0.0422292363,0.39139,0.0753103559,-0.0361732947,0.0642602561,2021-07-02 06:57:18.996,2018-05-11 07:55:43.000,1147.9594443999,Hercules,0.4338344144598923,96.0,4.408281117876288,14.78932679534443,17.306689999999996
